symbol,EBITDA,EPSSurpriseDollar,EPSSurprisePercent,beta,cash,companyName,consensusEPS,day200MovingAvg,day30ChangePercent,day50MovingAvg,day5ChangePercent,debt,dividendRate,dividendYield,exDividendDate,float,grossProfit,insiderPercent,institutionPercent,latestEPS,latestEPSDate,marketcap,month1ChangePercent,month3ChangePercent,month6ChangePercent,numberOfEstimates,peRatioHigh,peRatioLow,priceToBook,priceToSales,profitMargin,returnOnAssets,returnOnCapital,returnOnEquity,revenue,revenuePerEmployee,revenuePerShare,sharesOutstanding,shortDate,shortInterest,shortRatio,ttmEPS,week52change,week52high,week52low,year1ChangePercent,year2ChangePercent,year5ChangePercent,ytdChangePercent
AAOI,23161000,,55.8824,2.52062,70966000,Applied Optoelectronics Inc.,0.34,35.75975,-0.21452223273415302,38.6828,0.020590043023970002,41009000,0,0,0,18338563,39372000,,64.8,3.66,2017-12-31,654170447,-0.21135122298741302,-0.174906832298136,0.35385242560130403,5,0,0,1.88,2.0028853,10.58,7.93,,10.73,88879000,29102,5,19697996,2018-08-31,6797303,5.7,2.47,-47.9467,66.23,22.54,-0.456553755522827,0.580675868633983,2.33433734939759,-0.123977842257979
AAON,26369000,,10,0.8662139999999999,34857000,AAON Inc.,0.2,35.79854,0.007692307692307001,39.119,-0.016270337922403,0,0.32,0.81424934,2018-06-07 00:00:00.0,40403765,35658000,,75.7,1.03,2017-12-31,2054005264,-0.032019704433497005,0.19634703196347,0.040681924705471,1,0,14.8,8.74,5.1269984,11.27,15.18,,20.14,113668000,57091,2,52264765,2018-08-31,4552455,24.16,0.8,19.0299,43.3,29.05,0.18673394512034902,0.42471831904989704,1.319624138256681,0.068846787748241
AAP,214867000,,6.4865,1.185387,363302000,Advance Auto Parts Inc W/I,1.85,126.51525,0.157894227933533,155.2478,0.00035383824997400003,0,0.24,0.14315538,2018-09-20 00:00:00.0,70738992,947708000,,88.6,6.42,2017-12-31,12419722904,0.035370581147671006,0.22174821128482802,0.46189524057834,10,0,12.7,3.41,1.3246942,5.61,6.13,,15.61,2182233000,30736,29,74081258,2018-08-31,2598026,2.46,6.27,75.720695,171.33,78.81,0.715043896530629,0.121145206527452,1.076261268346087,0.5823277631746601
AAPL,47576000000,,1.487,1.353956,151334000000,Apple Inc.,2.69,184.39561,0.05706899028103501,210.41707,0.011684384164222001,238080000000,2.92,1.3225237,2018-08-10 00:00:00.0,4820119314,53843000000,,54.2,0,2017-09-30,1066399361540,0.013076993667981,0.216250682381689,0.287368465857243,10,114.1,0,7.43,4.1182485,21.55,15.98,,44.83,140872000000,1145301,29,4829926000,2018-08-31,47549672,1.54,10.36,47.5597,229.67,149.16,0.48873118352072503,1.020570855422888,2.5053765830873793,0.296444832247237
AAT,91211000,,13.7255,0.323011,176817000,American Assets Trust Inc.,0.51,35.59927,-0.031652656646742,38.24179,-0.037617554858934005,2649821000,1.08,2.931596,2018-09-12 00:00:00.0,46681205,87108000,1.1,94.9,0.62,2017-12-31,1739662938,-0.048538975294038,-0.043633569396274004,0.15971227551036402,4,108.1,30.1,2.26,5.745877,8.4,0.86,,2.27,164085000,850181,3,47222121,2018-08-31,566488,3.45,2.07,-4.7044,41.69,30.62,-0.052517874594928,-0.12243925678894602,0.356606274856385,-0.012766504807537
AAU,0,,0,-0.9442429999999999,0,Almaden Minerals Ltd.,0,0.79193,0.038931045859452,0.64615,-0.025982060006186,0,0,0,0,111639625,0,,15.1,0,2017-12-31,70310636,-0.042129277566539,-0.14312925170068,-0.265282314512365,0,0,0,1.25,,,-6.91,,-7.14,0,0,0,111639625,2018-08-31,1872440,13.76,0,-44.2655,1.24,0.56,-0.46170940170940106,-0.543623188405797,-0.550142857142857,-0.388543689320388
AAWW,61823000,,40,1.177803,175926000,Atlas Air Worldwide Holdings,1.25,63.40163,0.035714285714285005,63.7165,-0.015785319652722,2105344000,0,0,0,24704390,291411000,,99.5,8.03,2017-12-31,1594603806,0.001606425702811,-0.12121212121212101,0.039166666666666,4,0,7.4,0.91,0.6699811999999999,7.07,3.42,,10.2,535748000,186672,21,25575041,2018-08-31,2649296,9.83,6.12,-7.7662997,75.2911,50.65,-0.05530303030303001,0.554862842892768,0.376683594612497,0.07592752372735101
AAXJ,0,,0,0.9593729999999999,0,iShares MSCI All Country Asia ex Japan Index Fund,0,74.98292000000001,0.0037047591906520004,70.9516,0.015863859244303002,0,1.6417000000000002,2.330636,2018-06-19 00:00:00.0,56400000,0,,,0,0,3972816000,-0.028279762725893002,-0.021938350458206003,-0.08893608325292701,0,0,0,1.58,,,8.13,,17.43,0,NaN,0,56400000,2013-01-15,495662,0.9857054999999999,0,-1.2660999,83.52,67.22,0.005680869077311,0.22167802089548003,0.311871092462328,-0.09057458798923201
AAXN,1478000,,275,1.003414,61843000,Axon Enterprise Inc.,0.04,48.60033,0.043292882912430004,67.6652,-0.079038795599305,0,0,0,0,55434424,49765000,,75.1,0.1,2017-12-31,3710298996,-0.045604560456045,0.026625786670969,0.643078512396694,8,0,29.8,8.72,9.805356,5.13,4.12,,6.45,90262000,82431,2,58319695,2018-08-31,3830062,5.1,0.53,180.883,76.4544,20.57,1.816290393979637,1.248056537102473,3.252673796791443,1.39623352165725
AB,0,,5.0847,1.3004660000000001,0,AllianceBernstein Holding L.P. Units,0.59,26.75274,0.032312925170068,29.77759,0.008305647840531,0,2.48,8.171334,2018-08-03 00:00:00.0,92576813,0,,19.6,2.19,2017-12-31,2972139687,-0.0032840722495890004,0.075554610532284,0.20360088832487303,2,37.7,8.3,1.79,,,15.85,,-352.37,0,0,0,97928820,2018-08-31,696612,2.27,2.7,36.9145,31.2347,24.005,0.371943639560797,0.647415159476301,1.337690346532747,0.305050783030469
ABAC,0,,0,2.015268,0,Renmin Tianli Group Inc.,0,2.42153,-0.023255813953488,2.05474,-0.06873614190687301,0,0,0,0,0,0,,1.8,0.14,2017-12-31,16765865,0.105263157894736,-0.060402684563758004,-0.154861558274307,0,0,0,0.2,0.6559103,2.86,0.71,,0.73,0,0,0,7983745,2018-08-31,7791,1.05,0,-9.275499,4.76,1.5,-0.032258064516128004,0,-0.322493224932249,-0.24731182795698903
ABB,2139000000,,2.7778,1.19687,10275000000,ABB Ltd,0.36,23.79491,0.064802485574789,23.093,-0.000832986255726,15339000000,0.805993,3.359704,2018-04-04 00:00:00.0,2131775906,5294000000,,4.4,1.03,2017-12-31,51141303985,0.007983193277310001,0.10552995391705002,0.058763819317253004,2,0,16,3.8,1.4985678,6.65,5.32,,16.89,18004000000,122476,8,2131775906,2018-08-31,2913899,1.3900000000000001,1.35,0.482,28.67,21.2155,0.008080612832332001,0.142538731539117,0.20047238262993003,-0.08033903633024901
ABBV,4628000000,,1.0101,1.5527449999999998,19343000000,AbbVie Inc.,1.98,99.20933,-0.034717916924984,94.7296,0.008746355685131001,75163000000,3.84,4.110469,2018-10-12 00:00:00.0,1512913192,10838000000,,62.5,3.29,2017-12-31,141463355447,-0.04692919812283201,0.014229833469584001,0.00075201018106,8,0,9.9,39.31,4.514535,20.4,9.86,,463.41,14734000000,491133,10,1514272698,2018-08-31,31438755,6.25,6.76,10.5460005,125.86,83.19,0.117079283691742,0.5679363560836831,1.454113437729039,-0.024127308452862
ABC,478221000,,6.0109,1.026886,5472862000,AmerisourceBergen Corporation,1.83,89.45634,0.083118491252339,85.85691,0.025649833963128,8431010000,1.52,1.6969968,2018-08-17 00:00:00.0,212060237,2284672000,,60.5,1.6400000000000001,2017-09-30,19379064603,0.012548044313814,-0.024466217364218,0.06366176577115701,9,0,0,6.29,0.11907622,0.64,2.93,,37.85,79586347000,3979317,368,216356644,2018-08-31,3867106,2.89,6.25,12.4522,106.27,71.9,0.12549445357539502,0.12122695300911102,0.583457229683502,-0.035397477193401
ABCB,0,,-11.9048,1.114267,0,Ameris Bancorp,0.84,52.30284,-0.022657054582904002,49.286,0.009574468085106001,0,0.4,0.8429926,2018-09-27 00:00:00.0,45561528,0,5.3,72.7,1.99,2017-12-31,2254760512,-0.050050050050050005,-0.15186527080432402,-0.113885755690179,3,48.9,15.6,1.73,5.303263,15.07,0.7000000000000001,,6.07,186940000,128041,4,47518662,2018-08-31,1271844,3.76,2.73,5.3494,59.05,44.75,0.059326763795805,0.38468991116973406,1.609738256177847,-0.018977462325219
ABCD,0,,-10,-0.717491,0,Cambium Learning Group Inc.,0.1,9.8465,0.014542343883661001,12.5278,-0.048917401764234,0,0,0,0,46944718,0,0.7000000000000001,17.8,0.9500000000000001,2017-12-31,560469752,-0.13619810633648902,0.084095063985374,0.14038461538461502,1,0,0,1,3.571218,27.45,31.63,,-149.32,0,0,0,47257146,2018-08-31,228465,1.42,0,89.76,13.98,5.19,0.85602503912363,1.164233576642335,6.459119496855346,1.117857142857142
ABDC,0,,25,0.585139,0,Alcentra Capital Corp.,0.2,6.78052,0.013687600644122002,6.2236,0.012057877813504,0,0.72,11.437649,2018-09-27 00:00:00.0,13394342,0,1,37.1,-1.37,2017-12-31,85169946,0.020259319286871,-0.025119246732329,-0.08272254360528601,4,0,0,0.56,3.343966,-54.1,-4.98,,-8.27,6061059,,0,13529777,2018-08-31,60434,1.27,1.1400000000000001,-35.1977,11.2399,5.75,-0.360212212374989,-0.40263240304045406,-0.34622534713928105,-0.22235948116121002
ABEO,-5203000,,-56.25,2.164362,56522000,Abeona Therapeutics Inc.,-0.16,15.588,0.063953488372092,14.029,0.0018248175182480001,0,0,0,0,45916827,0,,74.2,-0.66,2017-12-31,658021587,-0.030035335689045,-0.12019230769230702,-0.088039867109634,5,0,0,3.76,157.17578,,-25.57,,-26.95,219000,5214,0,47943285,2018-08-31,11956535,26.98,-0.75,-8.194,22.75,10.5,-0.066326530612244,1.246317512274959,0.6147058823529411,-0.20203488372093
ABEOW,0,,0,0,0,0,0,,-0.23566308243727602,,-0.077837837837837,0,0,0,0,0,0,,,0,0,0,-0.138383838383838,-0.20651162790697603,-0.133297432406344,0,0,0,,,,,,,0,0,0,0,0,0,,0,0,0,0,-0.14614614614614602,1.274666666666666,10.373333333333333,-0.281986531986532
ABEV,1360814547.41,,-20,0.5554,2638879893.72,Ambev S.A. American Depositary Shares (Each representing 1),0.05,5.85545,-0.079754601226993,4.7936,-0.013157894736842,1052456740.99,0.207722,4.6160445,2018-06-18 00:00:00.0,15719996876,2174756412.29,,6.9,0.14,2017-12-31,70739985942,-0.040511727078891,-0.07024793388429701,-0.369562476358592,1,32,16.7,5.88,3.7445624,11.97,8.27,,14.49,3591510355.27,69830,0,15719996876,2018-08-31,24824686,0.73,0.229999999999999,-32.5279,7.43,4.28,-0.315287351074998,-0.204904853614149,-0.27613164752437,-0.31112607923580904
ABG,160000000,,6.6667000000000005,1.43709,7500000,Asbury Automotive Group Inc,1.9500000000000002,70.002,-0.044936284372904006,72.695,0.006360424028268001,3211600000,0,0,0,18517301,528700000,,,6.63,2017-12-31,1449126124,-0.058201058201058004,-0.018607856650585,0.08785332314744,3,28.4,6.6,3.26,0.2274867,2.43,6.33,,40.34,3273000000,409125,161,20352895,2018-08-31,1787776,10.46,7.300000000000001,19.4631,77.75,54.5138,0.18370739817123802,0.291024478694469,0.327862737784408,0.12569169960474302
ABIL,0,,0,-7.151769,0,Ability Inc.,0,2.57716,-0.307178631051752,4.05166,0.22418879056047203,0,0,0,0,0,0,,2.6,-3.73,2017-12-31,13714410,0.182336182336182,-0.585,0.034912718204488005,0,0,0,31.08,5.7540873999999995,,-37.17,,-342.93,0,0,0,3304677,2018-08-31,228538,0.13,0,448.7966,14.55,0.32330000000000003,4.439769301350111,0.10372340425531901,-0.585,7.905579399141631
ABIO,0,,0,1.911857,0,ARCA biopharma Inc.,0,0.8424100000000001,-0.14768070808064201,0.60794,0,0,0,0,0,13501402,0,,10.8,-1.8,2016-12-31,7240389,-0.133477753707715,0.004830917874396001,0.019607843137254003,0,0,0,0.79,,,-52.21,,-55.65,0,0,0,13923825,2018-08-31,137631,0.08,0,-56.666702,2,0.45,-0.547826086956521,-0.8206339898589211,-0.948412698412698,-0.614814814814814
ABM,70500000,,4.4444,0.727814,110500000,ABM Industries Incorporated,0.45,33.35497,0.079674796747967,31.7784,-0.051157473563875004,1178200000,0.7000000000000001,2.1084337,2018-10-03 00:00:00.0,59234708,294800000,,92.7,0.06,2017-10-31,2186279528,0.08355091383812001,0.10845497402476001,0.008205333770627,1,45.4,19.9,1.53,0.35336995,1.33,2.79,,7,2816400000,20117,43,65851793,2018-08-31,6353184,11,1.6099999999999999,-13.854,44.7,28.17,-0.150640984642463,-0.129593556894955,0.39454196437197303,-0.10650127969470301
ABMD,82129000,,18.9189,0.029854,564450000,ABIOMED Inc.,0.37,322.6604,0.140244565217391,387.5296,0.11432441045251701,15961000,0,0,0,41769424,240224000,,80.3,2.45,2018-03-31,18830905108,0.10235124129778,0.008193176357520001,0.42048070412999305,8,0,21.2,23.88,26.933672,25.58,22.29,,25.3,286845000,1379063,6,44877160,2018-08-31,1062101,2.02,1.56,155.9222,450.93,158.71,1.61749111097249,2.311316287878787,21.16640253565769,1.179905449633747
ABR,0,,19.2308,0.182393,0,Arbor Realty Trust,0.26,9.29947,0.019590382902938002,11.55212,-0.045037531276063004,0,1,8.733624,2018-08-14 00:00:00.0,71056981,0,,54.3,1.12,2017-12-31,863224809,-0.052936311000827005,0.15889515288306702,0.372490260713215,2,0,3.5,1.29,2.197819,29.27,2.27,,12.77,67274638,151179,1,75390813,2018-08-31,9260904,7.33,1.06,57.5003,12.35,7.88,0.578940110594757,0.8441566808400971,1.5458022056207752,0.425973896582644
ABR-A,0,,0,0.125323,0,Arbor Realty Trust Preferred Series A,0,24.78774,0.010920479839265002,25.67945,-0.006554394115369001,0,2.0625,8.037582,2018-08-14 00:00:00.0,1551500,0,,,0,2017-12-31,39812576,-0.005796135651271001,0.006917957652524001,0.055813398507253004,0,0,0,,0.10028729,29.27,2.27,,12.77,0,0,0,1551500,0,0,,0,9.5295,26.3223,24.81,0.09654550582443701,0.19090647508725,0.580549789655873,0.07974585007679101
ABR-B,0,,0,0.218243,0,Arbor Realty Trust Cumulative Redeemable Preferred Series B,0,24.55925,0.013466276776822002,25.34059,-0.0022226562500000002,0,1.9375,7.585219,2018-08-14 00:00:00.0,1260000,0,,,0,2017-12-31,32184306,0.004483052880361001,0.025316709750967004,0.05270294218254801,0,0,0,,0.08083812,29.27,2.27,,12.77,0,0,0,1260000,0,0,,0,9.3912,25.95,24.59,0.08529631706861,0.19087603151662003,0.61796265328874,0.069877025147854
ABR-C,0,,0,0.23862499999999998,0,Arbor Realty Trust Cumulative Redeemable Preferred Series C,0,25.22563,0.013998568416165001,25.98469,0.016578807520587,0,2.125,8.108428,2018-08-14 00:00:00.0,0,0,,,0,2017-12-31,0,-0.0024095376580660004,0.023338904160939002,0.051193293490032,0,0,0,,,29.27,2.27,,12.77,0,0,NaN,0,0,0,,0,7.6852,26.58,25.51,0.076942991341653,0.202754550377706,0.42967104904260506,0.06402250876965
ABT,3263000000,,2.8169,1.510997,20809000000,Abbott Laboratories,0.71,61.11095,0.126280939618477,65.7208,0.044291770209033,51949000000,1.12,1.5677491,2018-10-12 00:00:00.0,1740199813,8298000000,,71.6,0.27,2017-12-31,125328569649,0.0688210652304,0.180863531251394,0.180719108180248,10,0,8.5,3.96,4.0958834,3.14,1.35,,3.03,14418000000,145636,8,1754319284,2018-08-31,12745102,3.05,2.719999999999999,38.6512,71.68,51.55,0.383876597879631,0.789910955437631,1.366809015342514,0.23237432162485702
ABTX,0,,9.6774,1.8089819999999999,0,Allegiance Bancshares Inc.,0.62,41.67125,-0.034521158129175,44.601,-0.006872852233676001,0,0,0,0,12922740,0,3.3,45,1.31,2017-12-31,579485027,-0.026936026936026,-0.0011520737327180002,0.08239700374531801,1,0,0,1.8599999999999999,4.3979774,15.78,0.75,,6.94,57476000,153269,4,13367590,2018-08-31,431850,22.22,1.98,20.416698,46.85,34.9,0.199170124481327,0.6641074856046061,0.875,0.151394422310757
ABUS,-10931000,,-25.7143,0.9996109999999999,88179000,Arbutus Biopharma Corporation,-0.35000000000000003,6.82413,-0.015544041450777,10.013,-0.00523560209424,0,0,0,0,50892672,-8645000,,44.4,-1.55,2017-12-31,526340831,0.049723756906077006,0.397058823529411,0.7924528301886791,3,0,0,4.49,252.07893,,-25.16,,-45.57,6892000,53015,0,55404298,2018-08-31,1682416,4.87,-1.87,45.0382,12.6,4.3,0.40740740740740705,1.380952380952381,0.3268156424581,0.7431192660550451
ABX,923000000,,-41.6667,-0.35134000000000004,4259000000,Barrick Gold Corporation,0.12,12.6095,0.054411048394028,10.74402,0.053435114503816,12870000000,0.12,1.0869564999999999,2018-08-30 00:00:00.0,1167158762,1540000000,,46.5,0,2017-12-31,12885432732,0.042492917847025004,-0.139758134895898,-0.13038683607319201,7,0,0,1.29,1.2294418999999999,-5.85,-1.01,,-2.7199999999999998,4221000000,229141,4,1167158762,2018-08-31,32148007,2.41,0.6000000000000001,-31.863298,16.835,9.53,-0.32807887769696603,-0.37394026346680503,-0.378881987577639,-0.268185976216044
AC,0,,0,0.39718899999999996,0,Associated Capital Group Inc.,0,36.84393,0.053246753246753,37.919,0.046451612903225005,0,0.2,0.49321824000000003,2018-06-15 00:00:00.0,22926236,0,0.30000000000000004,15,0.36,2017-12-31,932300216,0.069920844327176,-0.010975609756097,0.09876710472835601,0,0,0,0.96,39.024986,31.83,0.72,,0.77,0,0,0,22991374,2018-08-31,285250,30.66,0,17.000399,42.5,33.1,0.15836954130851402,0.192012487469905,0.582914670945025,0.19046570548671102
ACAD,-65614000,,-13.3333,3.475593,366625000,ACADIA Pharmaceuticals Inc.,-0.45,21.11175,0.389083275017494,15.0636,0.39005602240896303,0,0,0,0,124452224,33443000,,92,-2.35,2017-12-31,2481383452,0.365199449793672,0.23522090852520203,-0.15675446049277802,5,0,0,9.52,13.623882,,-64.4,,-73.03,35578000,84710,0,125006723,2018-08-31,15845910,6.43,-2.03,-47.193398,41.2,12.77,-0.47305548181576806,-0.421282798833819,-0.19537900283745402,-0.34768320736115604
ACBI,0,,10.7143,0.571925,0,Atlantic Capital Bancshares Inc.,0.28,18.63013,-0.036211699164345,18.3155,-0.025352112676056002,0,0,0,0,25336454,0,2.9,83.9,-0.14,2017-12-31,451600117,-0.072386058981233,-0.160194174757281,-0.06233062330623201,3,0,0,1.54,3.888036,1.62,0.07,,0.6000000000000001,48445000,146360,2,26104053,2018-08-31,180135,3.26,0.74,-3.3519997999999998,21.6,15.2,-0.036211699164345,0.186556927297668,0.15333333333333302,-0.005747126436781
ACC,78813000,,-1.8868,0.145928,16341000,American Campus Communities Inc,0.53,39.30839,0.005396124601422,41.52843,-0.032341831916902,0,1.8399999999999999,4.4888997,2018-08-10 00:00:00.0,135846306,89713000,,91.2,0.51,2017-12-31,5616808135,-0.023350011913271,-0.042696797156349005,0.155402967573174,5,84.2,35.6,1.5899999999999999,6.8079534,12.99,1.63,,2.98,196938000,61872,1,137028742,2018-08-31,3104090,5.9,2.29,-9.425301,46.62,34.52,-0.062556460447383,-0.13639083423929002,0.43995840666617403,0.034761315729684
ACCO,176800000,,-8.5714,1.205954,101300000,Acco Brands Corporation,0.35000000000000003,12.63295,-0.060226847406877004,12.640460000000001,-0.037499999999999006,1034500000,0.24,2.077922,2018-08-30 00:00:00.0,101025569,377100000,,91.2,1.19,2017-12-31,1206838248,-0.07150608947304901,-0.146606374961209,-0.06351857557526701,4,18.6,4.9,1.67,0.6231949999999999,6.96,4.85,,18.99,1099000000,166012,11,104488160,2018-08-31,4274647,8,1.23,0.97239995,14.625,10.9,0.005388184295053,0.230333308478114,0.725013441663181,-0.06297915838491601
ACER,-3355085,,-18.5185,2.419429,8404332,Acer Therapeutics Inc.,-0.54,20.49762,0.034137931034482004,27.12422,-0.021373796704193003,0,0,0,0,4603393,0,,8.3,-3.91,2017-12-31,301489110,-0.08427480916030501,0.502505010020039,0.566065619141614,5,0,0,22.13,,,-175.52,,-210.27,0,0,0,10052988,2018-08-31,92107,1.06,-2.889999999999999,202.3185,34.1,10.118,1.726363636363636,-0.097806336714679,-0.8189975882439561,1.024983119513842
ACES,0,,0,0,0,ALPS Clean Energy,0,,0.000643049672699,25.85297,-0.004150220348725001,0,0,0,0,0,0,,,0,0,0,-0.033951672862453,0.030809202697342,0.030809202697342,0,0,0,2.14,,,0.04,,5.45,0,NaN,NaN,0,0,0,,0,0,26.96,24.9188,0.030809202697342,0.030809202697342,0.030809202697342,0.030809202697342
ACET,28589000,,-4.3478,1.6317110000000001,143132000,Aceto Corporation,0.23,5.69363,-0.07868997286552601,3.18471,0.010275749922153,658076000,0.04,1.369863,2018-09-21 00:00:00.0,27632328,73953000,,53.6,0.34,2017-06-30,89901088,-0.11485646730728401,-0.25260436663339203,-0.591865259626808,2,30.6,11.7,0.46,0.17253229,-38.72,-20.24,,-62.23,356484000,1246448,12,30788044,2018-08-31,933694,5.93,1.18,-73.277405,11.98,2.22,-0.7322942929177171,-0.8404048906062971,-0.8073077862172271,-0.720916007187368
ACGL,0,,13.461500000000001,0.685412,0,Arch Capital Group Ltd.,0.52,28.7887,-0.006312292358804,30.1292,-0.010912698412698001,0,0,0,0,402212971,0,,77.1,1.3599999999999999,2017-12-31,12122507746,-0.039499036608863,0.12401352874859001,0.064537828285884,6,66.7,9.6,1.46,2.2358112,10.36,1.6400000000000001,,6.44,2900662000,1812914,7,405299490,2018-08-31,6593487,7.31,1.339999999999999,-8.5321,34.199966,25.70664,-0.08476132190942401,0.12924599893531402,0.6613620836180031,0.016195941331756
ACGLO,0,,0,-0.17813299999999999,0,Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of5.45% Non-Cumulative Preferred Shares Series F,0,23.88966,-0.016880676220516002,24.18906,-0.0046102263202010005,0,1.36252,5.736926,2018-09-13 00:00:00.0,0,0,,,0,2017-12-31,0,-0.028772859619851,-0.011232399936718,0.005069783582026001,0,0,0,,,10.36,1.6400000000000001,,6.44,0,0,NaN,0,0,0,,0,0.5326000000000001,25.99,23.6,0.006526529920325001,0.017880408695055,0.017880408695055,-0.013003420202884001
