symbol,EBITDA,EPSSurpriseDollar,EPSSurprisePercent,beta,cash,companyName,consensusEPS,day200MovingAvg,day30ChangePercent,day50MovingAvg,day5ChangePercent,debt,dividendRate,dividendYield,exDividendDate,float,grossProfit,insiderPercent,institutionPercent,latestEPS,latestEPSDate,marketcap,month1ChangePercent,month3ChangePercent,month6ChangePercent,numberOfEstimates,peRatioHigh,peRatioLow,priceToBook,priceToSales,profitMargin,returnOnAssets,returnOnCapital,returnOnEquity,revenue,revenuePerEmployee,revenuePerShare,sharesOutstanding,shortDate,shortInterest,shortRatio,ttmEPS,week52change,week52high,week52low,year1ChangePercent,year2ChangePercent,year5ChangePercent,ytdChangePercent
AAP,684540000,,0,1.061641,746619000,Advance Auto Parts Inc W/I,1.98,103.54062,0.015563864,113.44619,0.007765315,1073892000,0.24,0.20547946,00:00.0,70678603,3211480000,,98.9,6.42,2017-12-31,8644034653,0.058450385,0.065957002,0.47251082,11,0,0,2.52,1.3258154,5.79,5.29,,14.11,7336798000,103335,99,74007146,2018-04-13,5524516,5.428433,5.38,-20.349,151.72,78.81,-0.203489914,-0.226266145,0.391800057,0.101526198
AAPL,61840000000,,1.8325,1.253631,2.28093E+11,Apple Inc.,3.82,166.16364,0.105203754,173.301,0.053689755,3.46419E+11,2.92,1.5694705,00:00.0,4905472700,71331000000,,66.2,9.2,2017-09-30,9.14461E+11,0.094089974,0.204052035,0.063777476,9,114.1,0,7.17,3.6783528,21.09,14.13,,37.81,1.8628E+11,1514472,38,4915138000,2018-04-13,56206108,1.7210069,9.73,23.517,187.67,142.2,0.235170321,1.067258973,2.111547428,0.084457087
AAT,135554000,,2,0.425762,208197000,American Assets Trust Inc.,0.5,36.75139,0.067175573,33.17311,0.058128974,3874807000,1.08,3.0901287,00:00.0,46666663,136469000,1.1,99.8,0.62,2017-12-31,1649761766,0.027336861,0.099782875,-0.087805566,4,108.1,30.1,2,5.194894,9.18,0.98,,2.56,241191000,1236877,5,47203484,2018-04-13,323964,0.83646786,1.98,-11.253699,41.69,30.62,-0.11253647,-0.127240582,0.130259588,-0.076596273
AAU,0,,0,-0.552329,0,Almaden Minerals Ltd.,0,0.98573,-0.026281212,0.83116,-0.020343902,0,0,0,0,102199625,0,,20.3,0,2017-12-31,82098798,-0.003203871,-0.087138636,-0.169095987,0,0,0,1.66,,,-8.9,,-9.26,0,0,0,102199625,2018-04-13,2085654,10.920112,0,-38.677998,1.53,0.713,-0.386780153,-0.234935238,-0.50104472,-0.220079612
AAV,83695851.56,,-42.8571,0.58357,0,Advantage Oil & Gas Ltd,0.07,4.60425,0,3.048,-0.0625,0,0,0,0,185963186,64027943.5,,87,0,2017-12-31,557889558,-0.032258065,0.016949153,-0.464285714,2,0,0,0.54,2.470498,28.08,3.65,,4.61,84478560.53,2913054,0,185963186,2018-04-13,2018902,4.9342723,0.14,-51.6129,7.35,2.7,-0.516129032,-0.421965318,-0.204244032,-0.333333333
AAWW,181970000,,50.8772,1.196908,455501000,Atlas Air Worldwide Holdings,0.57,61.14,0.152413209,62.441,0.084462151,4251463000,0,0,0,24620609,577902000,,,8.03,2017-12-31,1739480354,0.135112594,0.314975845,0.188646288,4,0,0,0.97,0.76254994,10.23,4.62,,13.21,1053114000,366939,41,25561798,2018-04-13,3042599,14.337207,5.46,29.8664,68.7,45.45,0.298664122,0.478704911,0.528869917,0.174288179
AAXJ,0,,0,0.992238,0,iShares MSCI All Country Asia ex Japan Index Fund,0,74.95153,-0.006792059,77.1296,0.004624125,0,1.5204,1.9994739,00:00.0,63000000,0,,,0,0,4790520000,-0.003015602,0.037097654,0.0094922,0,0,0,1.69,,,7.73,,17.03,0,NaN,0,63000000,2013-01-15,495662,0.9857055,0,20.2919,83.52,64.8,0.202919024,0.528924706,0.370905223,-0.023626091
AAXN,11052000,,0,0.741186,195281000,Axon Enterprise Inc.,0.04,28.43148,0.155837432,40.485,0.063348416,0,0,0,0,50275720,144072000,,,0.1,2017-12-31,2380157327,0.080852094,0.76342812,1.083527765,4,105,29.8,14.3,9.053219,0.02,1.59,,3.07,249147000,227532,5,53306995,2018-04-13,11831684,12.671147,0.25,78.3147,45.5,20.57,0.783146965,1.405711207,3.961111111,0.68173258
AB,0,,8.9552,1.433481,0,AllianceBernstein Holding L.P. Units,0.67,24.15449,0.055357213,25.92379,0.024086983,0,2.92,10.855019,00:00.0,92359314,0,,29.9,2.19,2017-12-31,2626616687,0.033657264,0.158953237,0.144992679,2,37.7,8.3,1.69,,,12.56,,,0,0,0,97643743,2018-04-13,1130644,3.9627225,2.57,42.2818,28.15,20.6,0.422821206,0.427722226,0.60164809,0.131359692
ABAC,0,,0,2.153613,0,Renmin Tianli Group Inc.,0,2.65998,0.013310434,2.44112,0,0,0,0,0,0,0,,1.5,0.14,2017-12-31,18841638,-0.122741804,-0.121173754,-0.320804674,0,0,0,0.21,0.9183572,5.5,1.14,,1.19,0,0,0,7983745,2018-04-13,2986,0.15321463,0,43.0303,4.76,1.68,0.43030303,-0.157142857,-0.144927536,-0.154121864
ABAX,32393000,,-12.5,1.202403,448033000,ABAXIS Inc.,0.32,56.16533,-0.021218638,70.8566,0.014111705,0,0.72,1.054636,00:00.0,21231387,96281000,,,1.18,2017-03-31,1549592460,-0.016707475,0.0889573,0.494510787,3,0,0,5.55,6.379,9.71,7.33,,8.57,176782000,302709,8,22698000,2018-04-13,1556980,10.99702,1.25,44.211502,78.53,43.66,0.442114735,0.547156898,0.55516071,0.36860253
ABB,3299000000,,0,1.177471,16160000000,ABB Ltd,0.31,24.09057,0.066614347,23.18839,0.023096664,23162000000,0.826056,3.4534113,00:00.0,2128764816,7893000000,,5.4,1.03,2017-12-31,50920054399,0.057003977,0.020948218,-0.054201528,1,0,0,3.76,1.4878395,6.17,4.57,,13.71,26458000000,195985,12,2128764816,2018-04-13,7550994,2.9291577,1.28,0.6854,28.67,21.92,0.006852659,0.30686102,0.253879057,-0.082206235
ABBV,7644000000,,3.8889,1.629498,26548000000,AbbVie Inc.,1.8,93.37056,0.091507653,101.22021,-0.009664242,1.124E+11,3.84,3.863179,00:00.0,1585524371,16254000000,,72.4,3.29,2017-12-31,1.57736E+11,0.109964669,-0.074211193,0.056838564,9,0,0,44.5,5.3390784,21.14,8.74,,136.06,21678000000,747517,14,1586879451,2018-04-13,15660655,1.7237734,6.18,55.220097,125.86,64.61,0.552200955,0.675742199,1.672840552,0.02784275
ABC,756495000,,14.8148,1.04889,6784329000,AmerisourceBergen Corporation,1.35,87.13745,0.008094274,90.5008,-0.081254068,12216922000,1.52,1.794781,00:00.0,215506205,3364547000,,72,1.64,2017-09-30,18615206604,-0.024196336,-0.071316408,0.138851386,9,0,0,5.84,0.11683622,0.51,2.19,,27.97,1.18293E+11,5914675,538,219804069,2018-04-13,6384470,3.7679338,6.08,-0.4721,106.27,71.9,-0.004721959,0.132997809,0.664364057,-0.095906117
ABCB,0,,-6.4103,1.183723,0,Ameris Bancorp,0.78,49.5398,0.053435115,53.74469,0.057471264,0,0.4,0.7246377,00:00.0,36378930,0,5.2,85,1.99,2017-12-31,2115654871,0.063583815,0.07180928,0.191823057,2,48.9,15.6,2.57,5.0138574,19.19,1.05,,9.72,278286000,190607,7,38327081,2018-04-13,1764399,6.7253885,2.62,18.0399,59.05,41.05,0.1803977,0.826562588,2.677082848,0.139142548
ABCD,0,,0,-0.921876,0,Cambium Learning Group Inc.,0,7.08263,0.011133603,10.1685,-0.007944389,0,0,0,0,46760738,0,0.7,15.5,0.95,2017-12-31,470260928,-0.103231598,0.447826087,0.63502455,0,0,0,1,3.855552,34.8,31.02,,-119.27,0,0,0,47073166,2018-04-13,122326,0.40873292,0,86.0335,13.77,4.67,0.860335196,1.323255814,8.891089109,0.783928571
ABDC,0,,-10,0.593486,0,Alcentra Capital Corp.,0.3,8.34088,-0.069164265,6.81259,0.038585209,0,0.72,11.145511,00:00.0,13670496,0,0.8,37.4,-1.37,2017-12-31,89058729,-0.090140845,-0.110401146,-0.109432298,3,0,0,0.56,3.6420546,-83.37,-6.38,,-11.16,12886101,,1,13786181,2018-04-13,275911,1.9535596,1.25,-50.206398,14.61,5.9,-0.502065733,-0.273683974,-0.347553832,-0.223940126
ABEO,-18267000,,0,2.390098,178038000,Abeona Therapeutics Inc.,-0.19,14.89213,0.371428571,16.48,0.029490617,0,0,0,0,45206182,0,,63.5,-0.66,2017-12-31,906757248,0.160120846,0.234726688,0.271523179,3,0,0,5.28,1378.3593,,-17.89,,-19.3,622000,14810,0,47226940,2018-04-13,11548077,11.345983,-0.66,239.82301,22.75,4.55,2.398230088,6.741935484,1.258823529,0.11627907
ABEOW,0,,0,0,0,0,0,,0.538965291,,0.146341463,0,0,0,0,0,0,,,0,0,0,0.205128205,0.342857143,0.417085427,0,0,0,,,,,,,0,0,0,0,0,0,,0,0,0,0,4.127272727,21.12111704,17.8,0.186868687
ABEV,3740872205,,0,0.605019,7609081558,Ambev S.A. American Depositary Shares (Each representing 1),0.07,6.50992,-0.115819209,6.904,-0.014173228,4192371516,0.16475,2.6317892,00:00.0,15712817773,6207864883,,7,0.14,2017-12-31,98362239259,-0.078055965,-0.030959752,0.03138644,1,32,0,7.54,9.058137,14.84,7.96,,14.96,10297729418,200220,1,15712817773,2018-04-13,14571362,0.7074159,0.23,9.4038,7.43,5.3,0.094042189,0.246118322,-0.001706349,-0.049974959
ABG,239600000,,5.4645,1.536368,10200000,Asbury Automotive Group Inc,1.83,63.32125,0.076506955,67.412,0.00650289,4951700000,0,0,0,18774340,795800000,,,6.63,2017-12-31,1436982303,0.06661562,0.02804428,0.144617913,4,28.4,0,3.36,0.22117269,2.14,5.54,,39,4904800000,613100,238,20631476,2018-04-13,1956630,9.951226,6.8,17.7515,76.4,49.1,0.177514793,0.222144236,0.667863985,0.101185771
ABIL,0,,0,-6.71044,0,Ability Inc.,0,0.97133,-0.271333333,2.06473,-0.062112211,0,0,0,0,0,0,,,-3.71,2017-12-31,7321656,-0.065197368,6.196252216,3.711988062,0,0,0,11.29,3.0680068,,-32.35,,-156.3,0,0,0,2576415,2018-04-13,45084,0.47034523,0,278.9067,5.9499,0.3233,2.789066667,-0.074332248,-0.71582,5.098283262
ABIO,0,,0,1.89111,0,ARCA biopharma Inc.,0,1.22163,0.013294798,0.57454,0.025146199,0,0,0,0,13499806,0,,46.3,-1.8,2016-12-31,7322540,0.029359953,-0.6713125,-0.552425532,0,0,0,0.69,,,-52.21,,-55.65,0,0,0,13923825,2018-04-13,207227,0.3598853,0,-79.3765,2.71,0.45,-0.793764706,-0.851440678,-0.970068298,-0.610444444
ABLX,0,,0,10.174314,0,Ablynx NV,0,40.93022,-0.018041237,54.2478,-0.000749344,0,0,0,0,75406551,0,,22.8,-2.09,2017-12-31,4022185430,-0.027174904,0.00831758,1.506578947,0,0,0,18.84,72.90667,,-33.06,,-76.73,0,0,0,75406551,2018-04-13,65680,1.1192148,0,0,55.29,17.75,1.735384615,1.735384615,1.735384615,1.177142857
ABM,136900000,,-7.1429,0.817722,166200000,ABM Industries Incorporated,0.28,38.63635,-0.066833954,33.23773,-0.002295835,1178200000,0.7,2.3011177,00:00.0,59093646,440700000,,,0.06,2017-10-31,1998594061,-0.053515868,-0.114910356,-0.2357648,1,45.4,19.9,1.4,0.44956478,1.38,2.69,,7.19,4126900000,29478,63,65700002,2018-04-13,5464922,6.617058,1.63,-28.106998,45.12,29.87,-0.281070312,-0.041729801,0.516964873,-0.186165346
ABMD,117670000,,7.1429,0.152309,815861000,ABIOMED Inc.,0.42,214.48746,0.212791956,295.8012,0.149731912,32115000,0,0,0,41485400,350830000,,93,2.45,2018-03-31,15381230849,0.20567819,0.513638344,0.763618825,6,0,0,24.33,25.919445,18.98,16.4,,19.25,419313000,461798,9,44277825,2018-04-13,1328330,3.1353605,1.32,165.6217,354.395,129.55,1.656216547,2.6031532,15.48694827,0.804665177
ABR,0,,13.6364,0.325989,0,Arbor Realty Trust,0.22,8.19808,0.076659039,8.73185,0.072976055,0,1,10.626992,00:00.0,59356776,0,,49.2,1.12,2017-12-31,593415631,0.077892325,0.202340795,0.182457904,1,0,0,0.95,1.5936068,29.69,2.15,,12.61,126063837,283290,2,63062235,2018-04-13,7806384,16.812002,0.97,17.157299,9.44,7.83,0.171578331,0.606569692,0.891761489,0.116066134
ABR-A,0,,0,0.125678,0,Arbor Realty Trust Preferred Series A,0,24.83361,0.02173913,25.4537,0.011939714,0,2.0625,7.9787235,00:00.0,1551500,0,,,0,2017-12-31,40106275,0.018518519,0.046558704,0.047164958,0,0,0,,0.10755828,29.69,2.15,,12.61,0,0,0,1551500,0,0,,0,8.6789,25.98,24.81,0.08678744,0.222557486,0.508264824,0.044900401
ABR-B,0,,0,0.217785,0,Arbor Realty Trust Cumulative Redeemable Preferred Series B,0,24.74031,0.02706299,25.19311,0.018972332,0,1.9375,7.515516,00:00.0,1260000,0,,,0,2017-12-31,32482800,0.025865499,0.040880186,0.044667858,0,0,0,,0.08741776,29.69,2.15,,12.61,0,0,0,1260000,0,0,,0,8.9518,25.95,24.59,0.089519817,0.302559646,0.502077155,0.039553855
ABR-C,0,,0,0.24992,0,Arbor Realty Trust Cumulative Redeemable Preferred Series C,0,25.48188,0.020494973,25.96536,0.011925304,0,2.125,8.052293,00:00.0,0,0,,,0,2017-12-31,0,0.015,0.034889786,0.037041112,0,0,0,,,29.69,2.15,,12.61,0,0,NaN,0,0,0,,0,8.233001,26.6799,25.51,0.082329202,0.228825003,0.38204442,0.028577219
ABT,4420000000,,1.7241,1.514908,30644000000,Abbott Laboratories,0.58,55.67236,-0.021358097,59.82182,0.014866033,75980000000,1.12,1.9076818,00:00.0,1739048014,11762000000,,74.5,0.27,2017-12-31,1.0293E+11,0.013270373,0.048383497,0.072844124,11,53.8,8.5,3.31,3.6561468,1.61,0.62,,1.41,21055000000,212677,12,1753187766,2018-04-13,9557285,1.5655502,2.61,34.0517,64.6,42.88,0.340518078,0.617003462,0.809317477,0.008243174
ABTX,0,,-6.5574,1.90537,0,Allegiance Bancshares Inc.,0.61,38.4315,0.067924528,40.347,0.031591738,629818000,0,0,0,12870538,0,3.3,42.9,1.31,2017-12-31,564820852,0.045566502,0.111256545,0.141129032,1,0,0,1.83,4.308299,14.79,0.7,,6.42,84060000,224160,6,13305556,2018-04-13,442867,10.797157,1.7,7.6046,42.8,31.75,0.076045627,0.870868224,0.836072664,0.12749004
ABUS,-28638000,,5.2632,1.069323,191188000,Arbutus Biopharma Corporation,-0.38,5.27163,0.192307692,5.3895,0.087719298,0,0,0,0,50633378,-23051000,,,-1.55,2017-12-31,342041581,0.203883495,0.180952381,0.07826087,3,0,0,2.9,284.86057,,-29.8,,-51.95,7931000,61008,0,55167997,2018-04-13,712693,3.3529344,-1.71,85.0746,8.25,3.2,0.850746269,0.445221445,0.347826087,0.137614679
ABX,2875000000,,0,-0.132788,7185000000,Barrick Gold Corporation,0.15,14.58682,0.057324841,12.64,-0.006731488,20314000000,0.12,0.90361446,00:00.0,1166892835,2423000000,,56.4,0,2017-12-31,15496336849,0.047318612,0.006251184,-0.046394899,8,0,0,1.65,1.4859858,8.39,5.31,,15.68,6381000000,346398,5,1166892835,2018-04-13,15538141,1.34958,0.75,-17.6613,18.35,11.07,-0.176612828,-0.226147813,-0.327567699,-0.12416654
AC,0,,0,0.437082,0,Associated Capital Group Inc.,0,35.2774,0.027173913,36.578,0.035616438,0,0.2,0.52910054,00:00.0,23067708,0,0.3,16.4,0.36,2017-12-31,874421579,0.021621622,0.098837209,0.102089013,0,0,0,0.95,39.66595,98.96,0.9,,0.99,0,0,0,23132846,2018-04-13,332669,22.670643,0,14.8787,38.845,32.2,0.148786025,0.264582002,0.471779218,0.106881406
ACAD,-133372000,,21.4286,3.360744,783945000,ACADIA Pharmaceuticals Inc.,-0.56,29.2835,-0.201499118,21.4233,0.072867299,0,0,0,0,124271470,61694000,,,-2.35,2017-12-31,2260598299,0.097575758,-0.361199295,-0.384223053,5,0,0,7.61,14.60266,,-54.84,,-61.38,66053000,155419,1,124825969,2018-04-13,13203966,3.8979268,-2.07,-43.0324,41.2,14.51,-0.430324001,-0.380854701,0.518021794,-0.404863621
ACBI,0,,11.7647,0.663926,0,Atlantic Capital Bancshares Inc.,0.17,17.83263,0.082644628,18.583,0.007692308,0,0,0,0,25009518,0,3,82.5,-0.14,2017-12-31,506425204,0.042440318,0.166172107,0.235849057,3,0,0,1.63,4.350831,-1.66,-0.07,,-0.62,74221000,213279,3,25772275,2018-04-13,298542,3.5261977,0.6,3.1496,20,15.2,0.031496063,0.403571429,0.31,0.129310345
ACC,146943000,,-1.5873,0.220018,41817000,American Campus Communities Inc,0.63,41.27805,0.077047851,38.142,0.009118541,0,1.84,4.618474,00:00.0,135497351,185830000,,,0.51,2017-12-31,5444664159,0.026275116,0.144827586,-0.044038075,3,84.2,35.6,1.58,6.618212,7.26,0.85,,1.58,375946000,118111,3,136663257,2018-04-13,2136969,2.5446317,2.3,-9.9022,49.26,34.52,-0.099021679,-0.104789511,0.087983571,-0.016808527
ACCO,243500000,,14.2857,1.280413,203500000,Acco Brands Corporation,0.07,12.27469,-0.024590164,12.6838,0.004219409,2130800000,0.24,2.0168068,00:00.0,103800743,545600000,,97.5,1.19,2017-12-31,1275752400,-0.055555556,0.062642318,-0.066036699,3,18.6,4.9,1.63,0.6261033,6.87,4.71,,17.37,1589000000,240030,15,107206084,2018-04-13,3593822,6.8970175,1.22,-4.743,13.975,10.35,-0.047428457,0.222368313,0.707831628,-0.043623622
ACER,-4958842,,0,2.325731,13051364,Acer Therapeutics Inc.,-0.69,15.62712,0.022678186,18.854,0.002116402,0,0,0,0,2047838,0,,41.3,-3.41,2017-12-31,142001381,-0.009414226,0.073696145,0.073239836,3,0,0,6.39,,,-103.11,,-264.89,0,0,0,7497433,2018-04-13,17684,1.0287377,-3.89,212.00531,22.6307,5.69554,2.120057986,-0.215032907,-0.869358948,0.278865631
ACET,45592000,,7.1429,1.652561,200858000,Aceto Corporation,0.28,9.78594,-0.635501355,5.98696,0.120833333,1011742000,0.04,1.4869889,00:00.0,27591576,110782000,,77.8,0.34,2017-06-30,82751260,-0.614060258,-0.634833367,-0.70261456,2,30.6,11.7,0.22,0.11602178,-27.27,-20.33,,-62.51,551104000,1926937,18,30762550,2018-04-13,1130480,2.5518103,1.2,-80.2901,17.03,2.22,-0.802901524,-0.868201862,-0.714812773,-0.744522428
ACFC,0,,0,0.488938,0,Atlantic Coast Financial Corporation,0,9.39436,0.045988258,10.4498,0.052165354,0,0,0,0,14946175,0,3.9,60,0.21,2017-12-31,166259785,0.051130777,0.07007007,0.253223916,0,0,0,1.8,5.2785435,5.47,0.34,,3.57,33979000,205933,2,15552833,2018-04-13,5246,0.2819369,0.34,37.580402,11.21,7.05,0.375804376,0.652241113,0.833619211,0.12289916
ACGL,0,,7.6433,0.634898,0,Arch Capital Group Ltd.,1.57,91.89715,-0.053036581,83.6434,0.013429621,0,0,0,0,133064120,0,,86.2,4.06,2017-12-31,10934852573,-0.004728132,-0.069991861,-0.161969618,6,22.2,0,1.38,2.0204926,9.54,1.4,,5.82,4308199000,2692624,32,136702745,2018-04-13,2344690,3.181186,3.45,-16.9021,102.6,77.12,-0.1690214,0.136221591,0.49430226,-0.094110985
ACGLO,0,,0,-0.28572,0,Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of5.45% Non-Cumulative Preferred Shares Series F,0,24.40876,-0.008227067,24.27828,0.003329172,0,1.36252,5.651265,00:00.0,0,0,,,0,2017-12-31,0,-0.003719008,0.019441696,-0.014623301,0,0,0,,,9.54,1.4,,5.82,0,0,NaN,0,0,0,,0,0,25.99,23.67,0.004830354,0.004830354,0.004830354,-0.02566175
ACGLP,0,,0,-0.700068,0,Arch Capital Group Ltd. Depositary Shares Representing Interest in 5.25% Non-Cumulative Preferred Series E Shrs,0,23.92144,-0.018672199,23.85985,-0.000844951,0,1.3125,5.549683,00:00.0,0,0,,,0,2017-12-31,0,-0.002530578,0.039140216,-0.020586323,0,0,0,,,9.54,1.4,,5.82,0,0,NaN,0,0,0,,0,7.5089,25.25,22.75,0.075087962,0.033044314,0.033044314,-0.034906592
ACH,0,,0,0.239555,0,Aluminum Corporation of China Limited American Depositary Shares,0,17.34195,0.039640987,14.372,-0.005010737,0,0,0,0,596151929,0,,,0.35,2017-12-31,8286511813,-0.036061026,-0.060810811,-0.27867151,0,0,0,1.33,0.3023491,1.33,0.68,,3.44,0,0,0,596151929,2018-04-13,314867,3.3975399,0,23.3363,23.54,11.011,0.23336291,0.812255541,0.394182548,-0.264550265
ACHC,302865000,,8.3333,0.627342,155095000,Acadia Healthcare Company Inc.,0.48,39.31325,0.055797287,39.4056,0.063418407,6544229000,0,0,0,87328020,606162000,,,2.29,2017-12-31,3639694534,0.050152749,0.212522046,0.415579959,8,0,0,1.33,1.2286088,7.25,3.17,,8.16,1432610000,35286,16,88235019,2018-04-13,13407910,16.072853,2.37,-5.9508,54.34,26.92,-0.059507524,-0.299422554,0.25,0.220053239
ACHN,-41314000,,-7.1429,0.872365,672185000,Achillion Pharmaceuticals Inc.,-0.14,3.7176,-0.031662269,3.7192,-0.005420054,836000,0,0,0,138045716,0,0.2,85.7,-0.62,2017-12-31,507706838,0.030898876,0.287719298,-0.05655527,3,0,0,1.65,,,-24.17,,-24.85,0,0,0,138339738,2018-04-13,9030906,5.908098,-0.62,-3.4211,5.66,2.58,-0.034210526,-0.558363418,-0.484550562,0.187702265
ACHV,0,,0,1.981519,0,Achieve Life Sciences Inc.,0,1.93453,0.007751938,1.32873,-0.044117647,0,0,0,0,10151309,0,,3.6,-2.61,2017-12-31,16572312,0.031746032,-0.109589041,-0.109589041,0,0,0,2.17,,,-148.69,,-246.84,0,0,0,12747932,2018-04-13,629118,14.875228,0,-68.059,6.27,1.15,-0.680589681,-0.87012987,-0.988146257,-0.097222222
