symbol,EBITDA,EPSSurpriseDollar,EPSSurprisePercent,beta,cash,companyName,consensusEPS,day200MovingAvg,day30ChangePercent,day50MovingAvg,day5ChangePercent,debt,dividendRate,dividendYield,exDividendDate,float,grossProfit,insiderPercent,institutionPercent,latestEPS,latestEPSDate,marketcap,month1ChangePercent,month3ChangePercent,month6ChangePercent,numberOfEstimates,peRatioHigh,peRatioLow,priceToBook,priceToSales,profitMargin,returnOnAssets,returnOnCapital,returnOnEquity,revenue,revenuePerEmployee,revenuePerShare,sharesOutstanding,shortDate,shortInterest,shortRatio,ttmEPS,week52change,week52high,week52low,year1ChangePercent,year2ChangePercent,year5ChangePercent,ytdChangePercent
AAU,0,,0,-0.549528,0,Almaden Minerals Ltd.,0,0.98363,0.01977366,0.83021,0.022316419,0,0,0,0,102199625,0,,20.3,0,2017-12-31,83803693,0.017495967,-0.043954763,-0.132734003,0,0,0,1.66,,,-8.9,,-9.26,0,0,0,102199625,2018-04-13,2085654,10.920112,0,-36.9231,1.53,0.713,-0.369230769,-0.219047619,-0.49382716,-0.203883495
AAV,83695851.56,,-42.8571,0.569592,0,Advantage Oil & Gas Ltd,0.07,4.58425,0.052631579,3.049,-0.016393443,0,0,0,0,185963186,64027943.5,,87,0,2017-12-31,557889558,-0.032258065,0.016949153,-0.473684211,2,0,0,0.55,2.5123708,28.08,3.65,,4.61,84478560.53,2913054,0,185963186,2018-04-13,2018902,4.9342723,0.14,-50.819702,7.35,2.7,-0.508196721,-0.421965318,-0.212598425,-0.333333333
AAWW,181970000,,50.8772,1.208801,455501000,Atlas Air Worldwide Holdings,0.57,61.194,0.156962025,62.577,0.017062315,4251463000,0,0,0,24620609,577902000,,,8.03,2017-12-31,1752261253,0.143452877,0.318269231,0.252054795,4,0,0,0.97,0.76592654,10.23,4.62,,13.21,1053114000,366939,41,25561798,2018-04-13,3042599,14.337207,5.46,30.945599,69,45.45,0.309455587,0.489569752,0.536995516,0.182916307
AAXJ,0,,0,0.988328,0,iShares MSCI All Country Asia ex Japan Index Fund,0,74.98526,-0.000656513,77.0974,0.007679068,0,1.5204,1.997635,00:00.0,63000000,0,,,0,0,4794930000,-0.00209781,0.022434175,0.016528098,0,0,0,1.69,,,7.73,,17.03,0,NaN,0,63000000,2013-01-15,495662,0.9857055,0,18.9646,83.52,64.8,0.189646279,0.530332185,0.379151634,-0.022727273
AAXN,4098000,,700,0.795277,123677000,Axon Enterprise Inc.,-0.04,28.57828,0.440400844,41.0324,0.318050193,0,0,0,0,50275720,95402000,,,0.1,2017-12-31,2911628067,0.322198015,1.160601266,1.536925221,4,105,29.8,14.21,8.9968,0.02,1.59,,3.07,169905000,155164,3,53306995,2018-04-13,11831684,12.671147,0.42,116.9182,56.22,20.57,1.16918189,1.942887931,5.035359116,1.057250471
AB,0,,8.9552,1.428932,0,AllianceBernstein Holding L.P. Units,0.67,24.17503,0.035697428,25.94015,0.014520443,0,2.92,10.9981165,00:00.0,92359314,0,,29.9,2.19,2017-12-31,2592441377,0.020208192,0.134649327,0.134649327,2,37.7,8.3,1.68,,,12.56,,,0,0,0,97643743,2018-04-13,1130644,3.9627225,2.57,39.0963,28.15,20.6,0.390962672,0.409145914,0.580808803,0.116639399
ABAC,0,,0,2.152976,0,Renmin Tianli Group Inc.,0,2.66097,-0.017838983,2.43788,-0.041477132,0,0,0,0,0,0,,1.5,0.14,2017-12-31,18505523,-0.138391198,-0.115305344,-0.347070423,0,0,0,0.21,0.92711765,5.5,1.14,,1.19,0,0,0,7983745,2018-04-13,2986,0.15321463,0,33.9827,4.76,1.7,0.33982659,-0.172178571,-0.193493389,-0.16921147
ABAX,32393000,,-12.5,1.203033,448033000,ABAXIS Inc.,0.32,56.25375,-0.003060778,70.8602,0.021047918,0,0.72,1.0526316,00:00.0,21231387,96281000,,,1.18,2017-03-31,1552543200,-0.014835086,0.061470633,0.490865181,3,0,0,5.51,6.332621,9.71,7.33,,8.57,176782000,302709,8,22698000,2018-04-13,1556980,10.99702,1.25,44.0949,78.53,43.66,0.44094951,0.550103,0.535918947,0.371208628
ABB,3299000000,,0,1.178939,16160000000,ABB Ltd,0.31,24.09509,0.049940374,23.18716,0.023595024,23162000000,0.826056,3.4620955,00:00.0,2128764816,7893000000,,5.4,1.03,2017-12-31,50792328510,0.054352629,0.01796586,-0.038980498,1,0,0,3.8,1.5029188,6.31,4.74,,14.26,26458000000,195985,12,2128764816,2018-04-13,7550994,2.9291577,1.28,0.7191,28.67,21.92,0.00719303,0.303582941,0.257371114,-0.084508393
ABBV,7644000000,,3.8889,1.631969,26548000000,AbbVie Inc.,1.8,93.51231,0.084418055,100.90286,0.00897487,1.124E+11,3.84,3.7952166,00:00.0,1585524371,16254000000,,72.4,3.29,2017-12-31,1.6056E+11,0.1298413,-0.081509455,0.073744309,9,0,0,44.4,5.3267536,21.14,8.74,,136.06,21678000000,747517,14,1586879451,2018-04-13,15660655,1.7237734,6.18,58.0952,125.86,64.61,0.580952321,0.705750459,1.674165678,0.046248788
ABC,756495000,,14.8148,1.031115,6784329000,AmerisourceBergen Corporation,1.35,87.10896,-0.004582305,90.2424,-0.007613916,12216922000,1.52,1.7941455,00:00.0,215506205,3364547000,,72,1.64,2017-09-30,18621800726,-0.023850674,-0.046405561,0.13531898,9,0,0,5.84,0.11683622,0.51,2.19,,27.97,1.18293E+11,5914675,538,219804069,2018-04-13,6384470,3.7679338,6.08,-1.5173999,106.27,71.9,-0.015173443,0.133399154,0.664041232,-0.095585857
ABCB,0,,-6.4103,1.190805,0,Ameris Bancorp,0.78,49.58297,0.054337464,53.77574,0.062439962,0,0.4,0.7233273,00:00.0,36378930,0,5.2,85,1.99,2017-12-31,2119487579,0.065510597,0.051338793,0.213554948,2,48.9,15.6,2.63,5.134785,19.19,1.05,,9.72,278286000,190607,7,38327081,2018-04-13,1764399,6.7253885,2.62,19.3932,59.05,41.05,0.193933179,0.829871578,2.71487495,0.141206212
ABCD,0,,0,-0.928253,0,Cambium Learning Group Inc.,0,7.10913,0.011976048,10.2191,0.005952381,0,0,0,0,46760738,0,0.7,15.5,0.95,2017-12-31,477321903,-0.089766607,0.436260623,0.627608347,0,0,0,1,3.8478484,34.8,31.02,,-119.27,0,0,0,47073166,2018-04-13,122326,0.40873292,0,96.511604,13.77,4.67,0.965116279,1.358139535,7.600508906,0.810714286
ABDC,0,,-10,0.601907,0,Alcentra Capital Corp.,0.3,8.31549,-0.091038407,6.79769,0.028985507,0,0.72,11.267606,00:00.0,13637369,0,0.8,37.4,-1.37,2017-12-31,87882015,-0.1,-0.127061106,-0.071814537,3,0,0,0.56,3.6788616,-83.37,-6.38,,-11.16,12886101,,1,13753054,2018-04-13,275911,1.9535596,1.25,-49.9165,14.61,5.9,-0.499165275,-0.281554271,-0.354623682,-0.232349443
ABEO,-18267000,,0,2.389822,178038000,Abeona Therapeutics Inc.,-0.19,14.93913,0.406593407,16.585,0.060773481,0,0,0,0,45206182,0,,63.5,-0.66,2017-12-31,906757248,0.160120846,0.364120782,0.297297297,3,0,0,5.33,1392.8683,,-17.89,,-19.3,622000,14810,0,47226940,2018-04-13,11548077,11.345983,-0.66,231.0345,22.75,4.55,2.310344828,6.741935484,1.258823529,0.11627907
ABEOW,0,,0,0,0,0,0,,0.538965291,,0.146341463,0,0,0,0,0,0,,,0,0,0,0.205128205,0.534276387,0.412825651,0,0,0,,,,,,,0,0,0,0,0,0,,0,0,0,0,4.035894139,21.12111704,17.8,0.186868687
ABEV,3740872205,,0,0.581415,7609081558,Ambev S.A. American Depositary Shares (Each representing 1),0.07,6.51095,-0.150492264,6.8892,-0.047318612,4192371516,0.16475,2.727649,00:00.0,15712817773,6207864883,,7,0.14,2017-12-31,94905419349,-0.110456554,-0.076452599,-0.003234537,1,32,0,7.59,9.058137,14.84,7.96,,14.96,10297729418,200220,1,15712817773,2018-04-13,14571362,0.7074159,0.23,4.4926,7.43,5.3,0.044928464,0.202325026,-0.036790151,-0.083362421
ABG,239600000,,5.4645,1.53876,10200000,Asbury Automotive Group Inc,1.83,63.38325,0.064073227,67.451,0.003597122,4951700000,0,0,0,18774340,795800000,,,6.63,2017-12-31,1439045451,0.068147014,0.00867679,0.147203947,4,28.4,0,3.39,0.22293313,2.14,5.54,,39,4904800000,613100,238,20631476,2018-04-13,1956630,9.951226,6.8,19.3328,76.4,49.1,0.19332763,0.22389893,0.660318972,0.102766798
ABIL,0,,0,-6.711014,0,Ability Inc.,0,0.98023,-0.181268882,2.11077,-0.044091711,0,0,0,0,0,0,63.1,,-3.71,2017-12-31,6982085,-0.108552632,5.975546976,3.539363484,0,0,0,12.39,3.3662786,,-35.15,,-177.03,0,0,0,2576415,2018-04-13,45084,0.47034523,0,261.3333,5.9499,0.3233,2.613333333,-0.117263844,-0.729,4.815450644
ABIO,0,,0,1.895824,0,ARCA biopharma Inc.,0,1.21215,0.077393075,0.57242,0.072587186,0,0,0,0,13499806,0,,46.3,-1.8,2016-12-31,7365703,0.035427677,-0.669375,-0.559166667,0,0,0,0.71,,,-52.21,,-55.65,0,0,0,13923825,2018-04-13,207227,0.3598853,0,-77.9583,2.71,0.45,-0.779583333,-0.850564972,-0.968511905,-0.608148148
ABLX,0,,0,9.611756,0,Ablynx NV,0,41.01803,-0.016709989,54.241,-0.013596573,0,0,0,0,75406551,0,,22.8,-2.09,2017-12-31,3993530941,-0.034105417,-0.004136894,1.552289157,0,0,0,18.74,72.390945,,-33.06,,-76.73,0,0,0,75406551,2018-04-13,65680,1.1192148,0,0,55.29,17.75,1.715897436,1.715897436,1.715897436,1.161632653
ABM,136900000,,-7.1429,0.809933,166200000,ABM Industries Incorporated,0.28,38.57178,-0.079449303,33.13308,0.005950413,1178200000,0.7,2.3003614,00:00.0,59093646,440700000,,,0.06,2017-10-31,1999251061,-0.053204729,-0.122996625,-0.231883765,1,45.4,19.9,1.41,0.45374122,1.38,2.69,,7.19,4126900000,29478,63,65700002,2018-04-13,5464922,6.617058,1.63,-28.2832,45.12,29.87,-0.282832282,-0.041414787,0.503235686,-0.185897813
ABMD,117670000,,7.1429,0.180156,815861000,ABIOMED Inc.,0.42,215.55775,0.265627761,297.5394,0.067318294,32115000,0,0,0,41485400,350830000,,93,2.45,2018-03-31,15858545802,0.243093156,0.561426454,0.831645699,6,0,0,24.32,25.905275,18.98,16.4,,19.25,419313000,461798,9,44277825,2018-04-13,1328330,3.1353605,1.32,173.65529,361.83,129.55,1.736552567,2.714967327,14.98928571,0.860668087
ABR,0,,13.6364,0.339225,0,Arbor Realty Trust,0.22,8.20638,0.082285714,8.75399,0.078587699,0,1,10.559662,00:00.0,59356776,0,,49.2,1.12,2017-12-31,597199365,0.084765178,0.204007425,0.17172517,1,0,0,0.95,1.597001,29.69,2.15,,12.61,126063837,283290,2,63062235,2018-04-13,7806384,16.812002,0.97,19.2596,9.505,7.83,0.192590074,0.616813495,0.974644481,0.12318239
ABR-A,0,,0,0.124795,0,Arbor Realty Trust Preferred Series A,0,24.84264,0.02173913,25.46401,0.006251606,0,2.0625,7.9787235,00:00.0,1551500,0,,,0,2017-12-31,40106275,0.018518519,0.041985779,0.048388078,0,0,0,,0.10793407,29.69,2.15,,12.61,0,0,0,1551500,0,0,,0,8.7903,25.98,24.81,0.08790344,0.222557486,0.503081754,0.044900401
ABR-B,0,,0,0.218803,0,Arbor Realty Trust Cumulative Redeemable Preferred Series B,0,24.74876,0.021894904,25.20411,0.013823065,0,1.9375,7.547721,00:00.0,1260000,0,,,0,2017-12-31,32344200,0.021488261,0.036438882,0.040210392,0,0,0,,0.08741776,29.69,2.15,,12.61,0,0,0,1260000,0,0,,0,8.487,25.95,24.59,0.085292949,0.297001789,0.501626226,0.03511821
ABR-C,0,,0,0.249649,0,Arbor Realty Trust Cumulative Redeemable Preferred Series C,0,25.49074,0.017043071,25.97396,0.008451457,0,2.125,8.040106,00:00.0,0,0,,,0,2017-12-31,0,0.016538462,0.025969489,0.041715934,0,0,0,,,29.69,2.15,,12.61,0,0,NaN,0,0,0,,0,9.6821,26.6799,25.51,0.096821583,0.230687565,0.38413922,0.03013626
ABT,4420000000,,1.7241,1.51392,30644000000,Abbott Laboratories,0.58,55.7188,0.007696836,59.80462,0.025375453,75980000000,1.12,1.8855219,00:00.0,1739048014,11762000000,,74.5,0.27,2017-12-31,1.04139E+11,0.025179018,0.044006454,0.08153775,11,0,0,3.28,3.6185498,1.64,0.65,,1.48,21055000000,212677,12,1753187766,2018-04-13,9557285,1.5655502,2.61,35.6575,64.6,42.88,0.356576312,0.636007591,0.831084039,0.020092736
ABTX,0,,-6.5574,1.905832,0,Allegiance Bancshares Inc.,0.61,38.44775,0.088917526,40.418,0.036809816,629818000,0,0,0,12870538,0,3.3,42.9,1.31,2017-12-31,562159741,0.040640394,0.08056266,0.146540027,1,0,0,1.84,4.3286934,14.79,0.7,,6.42,84060000,224160,6,13305556,2018-04-13,442867,10.797157,1.7,7.9182997,42.8,31.75,0.079182631,0.862053768,0.827422145,0.122177955
ABUS,-28638000,,5.2632,1.072314,191188000,Arbutus Biopharma Corporation,-0.38,5.28263,0.188118812,5.4045,0.025641026,0,0,0,0,50633378,-23051000,,,-1.55,2017-12-31,331007982,0.165048544,0.132075472,0.025641026,3,0,0,3,294.3559,,-29.8,,-51.95,7931000,61008,0,55167997,2018-04-13,712693,3.3529344,-1.71,79.1045,8.25,3.2,0.791044776,0.398601399,0.276595745,0.100917431
ABX,2875000000,,0,-0.135512,7185000000,Barrick Gold Corporation,0.15,14.57298,0.075060533,12.6712,-0.011869436,20314000000,0.12,0.9009009,00:00.0,1166892835,2423000000,,56.4,0,2017-12-31,15543012562,0.050473186,0.022421112,-0.051660306,8,0,0,1.64,1.4770877,8.39,5.31,,15.68,6381000000,346398,5,1166892835,2018-04-13,15538141,1.34958,0.75,-17.5147,18.35,11.07,-0.175145371,-0.223816933,-0.324571011,-0.121528488
AC,0,,0,0.443205,0,Associated Capital Group Inc.,0,35.29414,0.026315789,36.603,0.019257221,0,0.2,0.5398111,00:00.0,23067708,0,0.3,16.4,0.36,2017-12-31,857071944,0.001351351,0.06618705,0.084951243,0,0,0,0.95,39.87694,98.96,0.9,,0.99,0,0,0,23132846,2018-04-13,332669,22.670643,0,11.4212,38.845,32.2,0.114211992,0.239491089,0.442577249,0.084919473
ACAD,-133372000,,21.4286,3.385858,783945000,ACADIA Pharmaceuticals Inc.,-0.56,29.22425,-0.196019039,21.1717,0.158354115,0,0,0,0,124271470,61694000,,,-2.35,2017-12-31,2319266504,0.126060606,-0.342766183,-0.362825789,5,0,0,7.43,14.263979,,-54.84,,-61.38,66053000,155419,1,124825969,2018-04-13,13203966,3.8979268,-2.07,-42.405502,41.2,14.51,-0.424054557,-0.364786325,0.545757072,-0.389418337
ACBI,0,,11.7647,0.667909,0,Atlantic Capital Bancshares Inc.,0.17,17.83863,0.090909091,18.633,0.020618557,0,0,0,0,25009518,0,3,82.5,-0.14,2017-12-31,510291045,0.050397878,0.161290323,0.226006192,3,0,0,1.64,4.373086,-1.66,-0.07,,-0.62,74221000,213279,3,25772275,2018-04-13,298542,3.5261977,0.6,5.6000004,20,15.2,0.056,0.414285714,0.32,0.137931034
ACC,146943000,,-1.5873,0.222237,41817000,American Campus Communities Inc,0.63,41.23951,0.031371532,38.2126,0.010414021,0,1.84,4.62544,00:00.0,135497351,185830000,,,0.51,2017-12-31,5436464363,0.024729521,0.121195039,-0.040296451,3,84.2,35.6,1.58,6.6082597,7.26,0.85,,1.58,375946000,118111,3,136663257,2018-04-13,2136969,2.5446317,2.3,-8.7505,49.26,34.52,-0.087503756,-0.10613772,0.072344142,-0.018289237
ACCO,243500000,,14.2857,1.272543,203500000,Acco Brands Corporation,0.07,12.27496,-0.044176707,12.661,0,2130800000,0.24,2.0168068,00:00.0,103800743,545600000,,97.5,1.19,2017-12-31,1275752400,-0.055555556,0.072178324,-0.062371963,3,18.6,4.9,1.67,0.639539,6.87,4.71,,17.37,1589000000,240030,15,107206084,2018-04-13,3593822,6.8970175,1.22,-3.9779,13.975,10.35,-0.039780521,0.222368313,0.717642644,-0.043623622
ACER,-4958842,,0,2.305045,13051364,Acer Therapeutics Inc.,-0.69,15.67497,0.066027088,18.8718,-0.000529101,0,0,0,0,2047838,0,,41.3,-3.41,2017-12-31,141626509,-0.012029289,0.049444444,0.08252149,3,0,0,6.36,,,-103.11,,-264.89,0,0,0,7497433,2018-04-13,17684,1.0287377,-3.89,194.21721,22.6307,5.69554,1.942184288,-0.217105154,-0.868197501,0.275489534
ACET,45592000,,7.1429,1.673781,200858000,Aceto Corporation,0.28,9.72522,-0.616963064,5.89523,0.171548117,1011742000,0.04,1.4285715,00:00.0,27617070,110782000,,77.6,0.34,2017-06-30,86206523,-0.598278336,-0.617846565,-0.684265127,2,30.6,11.7,0.21,0.11235872,-27.27,-20.33,,-62.51,551104000,1926937,18,30788044,2018-04-13,1130480,2.5518103,1.2,-79.1111,17.03,2.22,-0.791111807,-0.862812347,-0.725320541,-0.73407539
ACFC,0,,0,0.497579,0,Atlantic Coast Financial Corporation,0,9.40896,0.0518591,10.4554,0.058070866,0,0,0,0,14946175,0,3.9,60,0.21,2017-12-31,167192955,0.057030482,0.054955839,0.258782201,0,0,0,1.83,5.379183,5.47,0.34,,3.57,33979000,205933,2,15552833,2018-04-13,5246,0.2819369,0.34,39.429302,11.21,7.05,0.394293126,0.661514683,0.853448276,0.129201681
ACGL,0,,7.6433,0.629904,0,Arch Capital Group Ltd.,1.57,91.80155,-0.074825175,83.4502,0.018345093,0,0,0,0,133064120,0,,86.2,4.06,2017-12-31,10851463898,-0.012318029,-0.086325967,-0.172349077,6,22.2,0,1.4,2.0424516,9.54,1.4,,5.82,4308199000,2692624,32,136702745,2018-04-13,2344690,3.181186,3.45,-16.7663,102.6,77.12,-0.167662787,0.127556818,0.477112021,-0.101019253
ACGLO,0,,0,-0.28171,0,Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of5.45% Non-Cumulative Preferred Shares Series F,0,24.40708,-0.012295082,24.28432,0.005423446,0,1.36252,5.6536098,00:00.0,0,0,,,0,2017-12-31,0,-0.004132231,0.015630597,-0.015422327,0,0,0,,,9.54,1.4,,5.82,0,0,NaN,0,0,0,,0,0,25.99,23.67,0.004413585,0.004413585,0.004413585,-0.026065872
ACGLP,0,,0,-0.701715,0,Arch Capital Group Ltd. Depositary Shares Representing Interest in 5.25% Non-Cumulative Preferred Series E Shrs,0,23.92195,-0.01659751,23.87472,0.007653061,0,1.3125,5.537975,00:00.0,0,0,,,0,2017-12-31,0,-0.000421763,0.042688641,-0.014544819,0,0,0,,,9.54,1.4,,5.82,0,0,NaN,0,0,0,,0,7.5508995,25.25,22.75,0.075507917,0.03522834,0.03522834,-0.032866225
ACH,0,,0,0.235381,0,Aluminum Corporation of China Limited American Depositary Shares,0,17.3371,0.037202381,14.3604,0.013818182,0,0,0,0,596151929,0,,,0.35,2017-12-31,8310357890,-0.033287101,-0.043895748,-0.24811219,0,0,0,1.34,0.30300304,1.33,0.68,,3.44,0,0,0,596151929,2018-04-13,314867,3.3975399,0,20.6926,23.54,11.011,0.206926407,0.817470665,0.302803738,-0.262433862
ACHC,302865000,,8.3333,0.661645,155095000,Acadia Healthcare Company Inc.,0.48,39.2691,0.076804916,39.4856,0.078185081,6544229000,0,0,0,87328020,606162000,,,2.29,2017-12-31,3711164899,0.070773931,0.247330961,0.469088369,8,0,0,1.35,1.2421597,7.25,3.17,,8.16,1432610000,35286,16,88235019,2018-04-13,13407910,16.072853,2.37,-3.0205,54.34,26.92,-0.030205211,-0.285665761,0.247330961,0.244010648
ACHN,-41314000,,-7.1429,0.862665,672185000,Achillion Pharmaceuticals Inc.,-0.14,3.7155,-0.005390836,3.7242,0.03943662,836000,0,0,0,138045716,0,,85.7,-0.62,2017-12-31,510473633,0.036516854,0.272413793,-0.041558442,3,0,0,1.65,,,-22.23,,-22.85,0,0,0,138339738,2018-04-13,9030906,5.908098,-0.62,-4.8969,5.66,2.58,-0.048969072,-0.555956679,-0.481012658,0.194174757
ACHV,0,,0,1.976188,0,Achieve Life Sciences Inc.,0,1.91532,0.003891051,1.32933,-0.022727273,0,0,0,0,10151309,0,,3.6,-2.61,2017-12-31,16444832,0.023809524,-0.078571429,-0.091549296,0,0,0,2.1,,,-148.69,,-246.84,0,0,0,12747932,2018-04-13,629118,14.875228,0,-68.3047,6.27,1.15,-0.683046683,-0.871128871,-0.988307804,-0.104166667
