symbol,askPrice,askSize,avgTotalVolume,bidPrice,bidSize,calculationPrice,change,changePercent,close,closeTime,companyName,delayedPrice,delayedPriceTime,extendedChange,extendedChangePercent,extendedPrice,extendedPriceTime,high,iexAskPrice,iexAskSize,iexBidPrice,iexBidSize,iexLastUpdated,iexMarketPercent,iexRealtimePrice,iexRealtimeSize,iexVolume,latestPrice,latestSource,latestTime,latestUpdate,latestVolume,low,marketCap,open,openTime,peRatio,previousClose,primaryExchange,sector,week52High,week52Low,ytdChange
CVR,,,917,,,close,0,0,31.8,1536868800055,Chicago Rivet & Machine Co.,31.8,1536869400001,-0.85,-0.026730000000000004,30.95,1532352234852,31.8,,,,,,,,,,31.8,Close,"September 13, 2018",1536868800055,167,31.737,30722998,31.5,1536931800036,,31.8,NYSE American,Industrials,33.524,28.6997,0.024296440408816
CVRR,,,460174,,,close,-0.25,-0.012440000000000001,19.85,1536955322328,CVR Refining LP Representing Limited Partner Interests,19.85,1536955322328,0,0,19.85,1536955324947,20,,,,,,,,,,19.85,Close,"September 14, 2018",1536955322328,297760,19.49,2929860000,20,1536931800202,11.96,20.1,New York Stock Exchange,Energy,26,8.75,0.286235808646498
CVRS,,,758545,,,close,0.06,0.04959,1.27,1536955200114,Corindus Vascular Robotics Inc. (DE),1.27,1536955800001,-0.01,-0.00787,1.26,1536958093474,1.35,,,,,,,,,,1.27,Close,"September 14, 2018",1536955200114,1678393,1.19,239982681,1.2,1536931800030,,1.21,NYSE American,Healthcare,1.65,0.66,0.270743846153846
CVS,,,7020241,,,close,-0.17,-0.00221,76.91,1536955270922,CVS Health Corporation,76.91,1536955270922,0,0,76.91,1536957676000,77.74,,,,,,,,,,76.91,Close,"September 14, 2018",1536955270922,4985303,76.865,78299285704,77.45,1536931800210,11.67,77.08,New York Stock Exchange,Healthcare,84,60.14,0.06650989839448801
CVTI,,,105040,,,close,0.32,0.01037,31.18,1536955200427,Covenant Transportation Group Inc.,31.18,1536955200427,0,0,31.18,1536956898221,31.42,,,,,,,,,,31.18,Close,"September 14, 2018",1536955200427,126053,30.68,571939854,30.87,1536931800022,20.38,30.86,Nasdaq Global Select,Industrials,35.1888,24.77,0.11997854092526601
CVU,,,22737,,,close,-0.2,-0.023670000000000004,8.25,1536955200092,CPI Aerostructures Inc.,8.25,1536955800003,0.05,0.00606,8.3,1535573874519,8.45,,,,,,,,,,8.25,Close,"September 14, 2018",1536955200092,12329,8.25,73863380,8.45,1536931800031,11.79,8.45,NYSE American,Industrials,11.75,7.6,-0.14131705882352902
CVV,,,28282,,,close,-0.02,-0.0032900000000000004,6.06,1536955200564,CVD Equipment Corporation,6.06,1536955200564,0.34,0.05611000000000001,6.4,1536845280031,6.24,,,,,,,,,,6.06,Close,"September 14, 2018",1536955200564,14686,6.05,39339393,6.1,1536931800264,,6.08,NASDAQ Capital Market,Industrials,13.5,5.25,-0.46889846560846504
CVX,,,5202784,,,close,1.08,0.009290000000000001,117.38,1536955330864,Chevron Corporation,117.38,1536955330864,0,0,117.38,1536957987994,117.61,,,,,,,,,,117.38,Close,"September 14, 2018",1536955330864,4850144,116.35,224917346598,116.4,1536931868335,21.58,116.3,New York Stock Exchange,Energy,133.88,108.9,-0.044411512078245
CVY,,,26347,,,close,0.0475,0.0021200000000000004,22.4975,1536955200238,Invesco Zacks Multi-Asset Income,22.494,1536955800001,-0.0575,-0.00256,22.44,1536843720517,22.506,,,,,,,,,,22.4975,Close,"September 14, 2018",1536955200238,16510,22.411,282361623,22.47,1536931800107,,22.45,NYSE Arca,,23.5,21.1,0.022410157414252
CW,,,208750,,,close,0.61,0.004410000000000001,138.84,1536955322701,Curtiss-Wright Corporation,138.84,1536955322701,-0.053,-0.00038,138.787,1536955865843,139.48,,,,,,,,,,138.84,Close,"September 14, 2018",1536955322701,200479,137.95,6106386323,138.47,1536931800205,23.3,138.23,New York Stock Exchange,Industrials,143.38,100.25,0.13871075146199302
CWAI,,,1419,,,close,-0.0037,-0.00015000000000000001,24.8309,1536955200000,CWA Income,24.831,1536955200090,,,,,24.831,,,,,,,,,,24.8309,Close,"September 14, 2018",1536955200000,976,24.831,8690815,24.835,1536931800000,,24.834600000000002,Cboe Global Markets EDGX,,26.93,24.3887,-0.007037145993896001
CWAY,,,7700,,,close,-0.05,-0.00177,28.15,1536955200455,Coastway Bancorp Inc.,28.15,1536955200455,0,0,28.15,1536783114678,28.2,,,,,,,,,,28.15,Close,"September 14, 2018",1536955200455,23510,28.15,123475781,28.15,1536931800379,,28.2,NASDAQ Capital Market,Financial Services,28.2,19.75,0.31982624413145505
CWB,,,1034385,,,close,0.21,0.0039000000000000003,54.1,1536955200363,SPDR Bloomberg Barclays Convertible Securities,54.1,1536955800001,0.01,0.00018,54.11,1536955201473,54.13,,,,,,,,,,54.1,Close,"September 14, 2018",1536955200363,2702374,53.875,4771620000,54.07,1536931800089,,53.89,NYSE Arca,,54.99,48.86,0.074396445199882
CWBC,,,2996,,,close,-0.35000000000000003,-0.02834,12,1536955200414,Community West Bancshares,12,1536955200414,-0.4,-0.033330000000000005,11.6,1530043610847,12.45,,,,,,,,,,12,Close,"September 14, 2018",1536955200414,5049,11.9,99042984,12.15,1536933579038,,12.35,NASDAQ Global Market,Financial Services,12.97,10.25,0.11187835181437202
CWBR,,,137326,,,close,0.07,0.015320000000000002,4.64,1536955200232,CohBar Inc.,4.64,1536955200232,0,0,4.64,1536956898227,4.832,,,,,,,,,,4.64,Close,"September 14, 2018",1536955200232,75872,4.5,197032013,4.57,1536931800703,,4.57,NASDAQ Capital Market,Healthcare,10.789,2.37,-0.069492623274161
CWCO,,,32498,,,close,0.2,0.01429,14.2,1536955200194,Consolidated Water Co. Ltd.,14.2,1536955200194,0,0,14.2,1536956898233,14.45,,,,,,,,,,14.2,Close,"September 14, 2018",1536955200194,42573,13.7,212488133,14,1536931800705,25.36,14,Nasdaq Global Select,Utilities,15.35,11.2,0.15524631422901
CWEB,,,127683,,,close,-1.03,-0.032130000000000006,31.03,1536955200282,Direxion Daily CSI China Internet Index Bull 2X Shares,31.03,1536955800000,1.67,0.05382000000000001,32.7,1536930000125,32.289,,,,,,,,,,31.03,Close,"September 14, 2018",1536955200282,140893,30.7,57405531,32.27,1536931800099,,32.06,NYSE Arca,,69.08,27.3225,-0.472714402707117
CWH,,,1757817,,,close,0.88,0.04624,19.91,1536955322753,Camping World Holdings Inc. Class A Commom Stock,19.91,1536955322753,0,0,19.91,1536957808942,19.99,,,,,,,,,,19.91,Close,"September 14, 2018",1536955322753,1613286,18.92,1746398363,19.08,1536931800203,8.33,19.03,New York Stock Exchange,Consumer Cyclical,47.62,18.16,-0.508603065970871
CWI,,,175033,,,close,0.04,0.00109,36.63,1536955200254,SPDR MSCI ACWI ex-US,36.63,1536955800000,-0.04,-0.00109,36.59,1536928231040,36.75,,,,,,,,,,36.63,Close,"September 14, 2018",1536955200254,133115,36.53,1516482000,36.68,1536931800071,,36.59,NYSE Arca,,42.01,35.85,-0.057484986314255006
CWK,,,938962,,,close,-0.06,-0.0033200000000000005,18.03,1536955322855,Cushman & Wakefield plc,18.03,1536955322855,0,0,18.03,1536955325364,18.32,,,,,,,,,,18.03,Close,"September 14, 2018",1536955322855,734741,18,3889957517,18.06,1536931800211,,18.09,New York Stock Exchange,Real Estate,19.45,17.25,0.009032610892757
CWS,,,1154,,,close,-0.19990000000000002,-0.005790000000000001,34.35,1536955200204,AdvisorShares Focused Equity,34.379,1536955800001,-2.64,-0.07686000000000001,31.71,1529933108975,34.514,,,,,,,,,,34.35,Close,"September 14, 2018",1536955200204,1337,34.28,15457500,34.94,1536931800075,,34.5499,NYSE Arca,,34.5499,28.36,0.09004359918330801
CWST,,,204283,,,close,-0.24,-0.00738,32.29,1536955200312,Casella Waste Systems Inc.,32.29,1536955200312,0,0,32.29,1536956898248,32.67,,,,,,,,,,32.29,Close,"September 14, 2018",1536955200312,127398,31.92,1380500602,32.52,1536931800463,51.25,32.53,Nasdaq Global Select,Industrials,33.94,16.64,0.386834162348877
CWT,,,160239,,,close,0.5,0.0119,42.5,1536955321732,California Water Service Group,42.5,1536955321732,0,0,42.5,1536957669000,42.7,,,,,,,,,,42.5,Close,"September 14, 2018",1536955321732,159997,41.75,2042975000,41.85,1536931800353,35.12,42,New York Stock Exchange,Utilities,46.15,35.25,-0.023585071578354003
CX,,,5548905,,,close,0.05,0.007070000000000001,7.12,1536955325181,Cemex S.A.B. de C.V. Sponsored ADR,7.12,1536955325181,0.004,0.0005600000000000001,7.124,1536955865843,7.15,,,,,,,,,,7.12,Close,"September 14, 2018",1536955325181,4204114,7.01,10756351284,7.09,1536931800204,18.26,7.07,New York Stock Exchange,Basic Materials,9.45,5.715,-0.073033359173126
CXDC,,,17828,,,close,0.0639,0.01598,4.0639,1536955200514,China XD Plastics Company Limited,4.05,1536955200514,-0.46390000000000003,-0.11415000000000002,3.6,1534190400678,4.064,,,,,,,,,,4.0639,Close,"September 14, 2018",1536955200514,92930,3.55,204364310,3.9,1536942216692,,4,NASDAQ Global Market,Consumer Cyclical,5,3.13,-0.09085516483516401
CXE,,,56622,,,close,-0.02,-0.0039700000000000004,5.02,1536955322856,MFS High Income Municipal Trust,5.02,1536955322856,0.03,0.00598,5.05,1535115608569,5.04,,,,,,,,,,5.02,Close,"September 14, 2018",1536955322856,69674,5,158190772,5.04,1536931809221,,5.04,New York Stock Exchange,Financial Services,5.51,4.82,-0.016597355336139
CXH,,,15055,,,close,-0.05,-0.005450000000000001,9.12,1536955322856,MFS Investment Grade Municipal Trust,9.12,1536955322856,,,,,9.18,,,,,,,,,,9.12,Close,"September 14, 2018",1536955322856,4905,9.12,83085434,9.21,1536759000214,,9.17,New York Stock Exchange,Financial Services,10.08,9.08,-0.038989977745986004
CXO,,,1732565,,,close,-0.72,-0.00508,141.11,1536955255745,Concho Resources Inc.,141.11,1536955255745,0,0,141.11,1536955836768,143.05,,,,,,,,,,141.11,Close,"September 14, 2018",1536955255745,1591102,140.68,28259185872,141.09,1536931816495,42.12,141.83,New York Stock Exchange,Energy,163.11,121.45,-0.07611357472021
CXP,,,842847,,,close,-0.14,-0.005960000000000001,23.36,1536955322470,Columbia Property Trust Inc.,23.36,1536955322470,0,0,23.36,1536956744549,23.48,,,,,,,,,,23.36,Close,"September 14, 2018",1536955322470,767215,23.25,2755875607,23.44,1536931800167,17.05,23.5,New York Stock Exchange,Real Estate,25.07,19.55,0.050350960582779006
CXSE,,,23944,,,close,-0.481,-0.0068200000000000005,70.08,1536955200320,WisdomTree China ex-State-Owned Enterprises Fund,70.08,1536955200320,0.02,0.00029,70.1,1536845040143,70.9,,,,,,,,,,70.08,Close,"September 14, 2018",1536955200320,11565,70,150672000,70.67,1536931800609,,70.561,NASDAQ Global Market,,96.79,67.77,-0.219811922161666
CXW,,,645398,,,close,0.09,0.0035800000000000003,25.23,1536955358890,CoreCivic Inc.,25.23,1536955358890,0,0,25.23,1536957671000,25.37,,,,,,,,,,25.23,Close,"September 14, 2018",1536955358890,463290,25,2991447454,25.09,1536931809228,11.42,25.14,New York Stock Exchange,Real Estate,27.5,18.61,0.168055870472252
CY,,,5474268,,,close,0.16,0.01038,15.58,1536955200428,Cypress Semiconductor Corporation,15.58,1536955200428,0,0,15.58,1536958715992,15.745,,,,,,,,,,15.58,Close,"September 14, 2018",1536955200428,6153046,15.42,5632779334,15.65,1536931800794,16.75,15.42,Nasdaq Global Select,Technology,18.8722,14.05,0.006925989510042
CYAD,,,7856,,,close,-0.187,-0.00672,27.6252,1536955200314,Celyad SA,27.53,1536955200314,-0.1452,-0.005260000000000001,27.48,1536672570143,28.064,,,,,,,,,,27.6252,Close,"September 14, 2018",1536955200314,4074,27.61,329909641,27.8,1536931800269,,27.8122,NASDAQ Global Market,Healthcare,64.75,25.55,-0.33960577638251604
CYAN,,,4502,,,close,0.25,0.07042000000000001,3.8,1536955200423,Cyanotech Corporation,3.8,1536955200423,-0.05,-0.013160000000000002,3.75,1532722431252,3.8,,,,,,,,,,3.8,Close,"September 14, 2018",1536955200423,493,3.8,21997771,3.7,1536931800195,,3.55,NASDAQ Capital Market,Consumer Defensive,5.7791,3.205,0.044778974358974
CYB,,,3292,,,close,-0.10200000000000001,-0.00402,25.28,1536955200180,WisdomTree Chinese Yuan Strategy Fund,25.346,1536955800000,0.139,0.0055000000000000005,25.419,1536869036907,25.38,,,,,,,,,,25.28,Close,"September 14, 2018",1536955200180,1616,25.27,31600000,25.38,1536931800097,,25.382,NYSE Arca,,27.74,24.78,-0.04023807091117
CYBE,,,63325,,,close,-0.45,-0.020790000000000003,21.2,1536955200327,CyberOptics Corporation,21.2,1536955200327,0.45,0.021230000000000002,21.65,1536868805729,21.709,,,,,,,,,,21.2,Close,"September 14, 2018",1536955200327,53818,21.15,149281687,21.65,1536931800335,265,21.65,NASDAQ Global Market,Technology,22.3028,11.35,0.308363605015674
CYBR,,,541860,,,close,-0.56,-0.007390000000000001,75.24,1536955200251,CyberArk Software Ltd.,75.24,1536955200251,0,0,75.24,1536956168086,77.072,,,,,,,,,,75.24,Close,"September 14, 2018",1536955200251,507136,74.795,2676920547,76.28,1536931800633,96.46,75.8,Nasdaq Global Select,Technology,78.36,40.62,0.8016987232507811
CYCC,,,66652,,,close,0.02,0.01429,1.42,1536955200322,Cyclacel Pharmaceuticals Inc.,1.42,1536955200322,0.01,0.00704,1.43,1536672480100,1.5,,,,,,,,,,1.42,Close,"September 14, 2018",1536955200322,26839,1.3599999999999999,17036375,1.38,1536931800826,-1.19,1.4,NASDAQ Capital Market,Healthcare,2.27,1.2810000000000001,-0.178891818181818
CYCCP,,,91,,,close,-0.85,-0.136,5.4,1535745600250,Cyclacel Pharmaceuticals Inc. 6% Convertible Preferred Stock,5.4,1536955200070,,,,,5.5,,,,,,,,,,5.4,Close,"August 31, 2018",1535745600250,2160,5.4,1810474,6.2,1535722200393,,6.25,NASDAQ Capital Market,Healthcare,8.75,5.4,-0.250362094697652
CYD,,,59701,,,close,0.09,0.0049,18.45,1536955322856,China Yuchai International Limited,18.45,1536955322856,0.108,0.00585,18.558,1536955865843,18.74,,,,,,,,,,18.45,Close,"September 14, 2018",1536955322856,20595,18.34,753835469,18.34,1536931809229,,18.36,New York Stock Exchange,Industrials,27.98,18,-0.16062840821717
CYH,,,1954773,,,close,-0.03,-0.00901,3.3,1536955358092,Community Health Systems Inc.,3.3,1536955358092,0,0,3.3,1536957808936,3.41,,,,,,,,,,3.3,Close,"September 14, 2018",1536955358092,1703873,3.2800000000000002,383637335,3.32,1536931800166,-3.67,3.33,New York Stock Exchange,Healthcare,7.89,2.66,-0.272402857142857
CYHHZ,,,873556,,,close,0.003,0.1,0.033,1536955200233,Community Health Systems Inc. Series A Contingent Value Rights,0.033,1536955200233,-0.003,-0.09091,0.03,1535721499320,0.0379,,,,,,,,,,0.033,Close,"September 14, 2018",1536955200233,2761746,0.03,0,0.03,1536931800224,,0.03,NASDAQ Global Market,Healthcare,0.04,0.005,3.277215189873417
CYOU,,,134764,,,close,0.43,0.03087,14.36,1536955200558,Changyou.com Limited,14.36,1536955200558,0,0,14.36,1536957808281,14.54,,,,,,,,,,14.36,Close,"September 14, 2018",1536955200558,143673,13.71,757033496,13.92,1536931800514,16.7,13.93,Nasdaq Global Select,Technology,40.99,12.68,-0.5798646164272161
CYRN,,,32733,,,close,-0.1,-0.03509,2.75,1536955200426,CYREN Ltd.,2.75,1536955200426,0.05,0.01818,2.8,1536845368551,2.8,,,,,,,,,,2.75,Close,"September 14, 2018",1536955200426,7744,2.75,146803580,2.8,1536931800556,-7.24,2.85,NASDAQ Capital Market,Technology,3.15,1.625,0.06491000000000001
CYRX,,,294440,,,close,0.01,0.0008,12.57,1536955200422,CryoPort Inc.,12.57,1536955200422,0,0,12.57,1536956898277,12.84,,,,,,,,,,12.57,Close,"September 14, 2018",1536955200422,148021,12.5,359120777,12.55,1536931800442,-31.43,12.56,NASDAQ Capital Market,Consumer Cyclical,16.879,6.02,0.483111320754716
CYRXW,,,0,,,close,0,0,10.03,1536782400498,,10.03,1536868800053,-1.5,-0.14955000000000002,8.53,1528982986408,10.03,,,,,,,,,,10.03,Close,"September 12, 2018",1536782400498,50,10.03,0,9.36,1536762598766,,10.03,,,10.03,0,0.962818003913894
CYTK,,,231134,,,close,0.275,0.03395,8.375,1536955200241,Cytokinetics Incorporated,8.375,1536955200241,0,0,8.375,1536956898283,8.45,,,,,,,,,,8.375,Close,"September 14, 2018",1536955200241,357750,7.95,457509475,8.1,1536931800578,-3.46,8.1,Nasdaq Global Select,Healthcare,15.95,6.205,-0.008907142857142001
CYTR,,,106381,,,close,-0.02,-0.01887,1.04,1536955200180,CytRx Corporation,1.04,1536955200180,0.05,0.048080000000000005,1.09,1536955790748,1.07,,,,,,,,,,1.04,Close,"September 14, 2018",1536955200180,65720,1.02,34983001,1.04,1536931800598,-1.4100000000000001,1.06,NASDAQ Capital Market,Healthcare,2.5898,0.311,-0.424584285714285
CYTX,,,1211826,,,close,-0.0224,-0.045180000000000005,0.47340000000000004,1536955200168,Cytori Therapeutics Inc.,0.47340000000000004,1536955200168,0.013600000000000001,0.028730000000000002,0.487,1536956479751,0.517,,,,,,,,,,0.47340000000000004,Close,"September 14, 2018",1536955200168,1032502,0.45,3648936,0.4898,1536931800752,-0.13,0.4958,NASDAQ Capital Market,Healthcare,8.7,0.315,-0.8819386206896551
CYTXW,,,6184,,,close,-0.0027,-0.30682000000000004,0.0061,1536868800515,Cytori Therapeutics Inc. Warrant,0.006,1536868800515,0.0039000000000000003,0.63934,0.01,1536754075666,0.01,,,,,,,,,,0.0061,Close,"September 13, 2018",1536868800515,16150,0.006,0,0.006,1536853417546,,0.0088,NASDAQ Capital Market,Healthcare,0.059500000000000004,0.0022,-0.900153333333333
CYTXZ,,,102973,,,close,0.0004,0.10256000000000001,0.0043,1536955200308,Cytori Therapeutics Inc. Series S Warrant,0.0043,1536955200308,0.0057,1.32558,0.01,1536064684568,0.0043,,,,,,,,,,0.0043,Close,"September 14, 2018",1536955200308,49668,0.004,0,0.004,1536954880113,,0.0039000000000000003,NASDAQ Capital Market,Healthcare,0.18,0.0001,-0.8584200362976401
CZA,,,9430,,,close,0.28550000000000003,0.00415,69.0255,1536955200184,Invesco Zacks Mid-Cap,69.024,1536955800001,-0.28550000000000003,-0.0041400000000000005,68.74,1536869036902,69.061,,,,,,,,,,69.0255,Close,"September 14, 2018",1536955200184,6350,68.77,265748175,68.81,1536931800101,,68.74,NYSE Arca,,69.34,61.75,0.053010355569062
CZFC,,,715,,,close,-0.05,-0.0019,26.25,1536955200494,Citizens First Corporation,26.25,1536955200494,0.05,0.0019,26.3,1536696234715,26.258,,,,,,,,,,26.25,Close,"September 14, 2018",1536955200494,1714,26.25,66612131,26.25,1536933900161,,26.3,NASDAQ Global Market,Financial Services,26.8311,21.51,0.12529480932157902
CZNC,,,9736,,,close,0.39,0.0143,27.66,1536955200251,Citizens & Northern Corp,27.66,1536955200251,0,0,27.66,1536956898289,27.79,,,,,,,,,,27.66,Close,"September 14, 2018",1536955200251,8210,27.01,339718018,27.41,1536931800497,,27.27,NASDAQ Capital Market,Financial Services,28.99,22,0.200854102748893
CZR,,,14241608,,,close,0.2,0.01914,10.65,1536955200311,Caesars Entertainment Corporation,10.65,1536955200311,0,0,10.65,1536957681000,10.8,,,,,,,,,,10.65,Close,"September 14, 2018",1536955200311,12864920,10.45,7110325125,10.55,1536931800788,-10.05,10.45,Nasdaq Global Select,Consumer Cyclical,14.5,8.55,-0.125438313253011
CZWI,,,2783,,,close,-0.1,-0.007090000000000001,14,1536955200176,Citizens Community Bancorp Inc.,14,1536955200176,0,0,14,1536177734339,14.1,,,,,,,,,,14,Close,"September 14, 2018",1536955200176,4893,14,82801306,14.05,1536937710043,,14.1,NASDAQ Global Market,Financial Services,14.25,13,0.057006619973093
CZZ,,,1078449,,,close,0.14,0.02236,6.4,1536955281463,Cosan Limited Class A,6.4,1536955281463,-0.039,-0.006090000000000001,6.361,1536955865843,6.43,,,,,,,,,,6.4,Close,"September 14, 2018",1536955281463,1059410,6.21,1565924557,6.29,1536931824326,11.85,6.26,New York Stock Exchange,Utilities,11.89,6.205,-0.345372629935884
D,,,2604950,,,close,-0.32,-0.004430000000000001,71.86,1536955420585,Dominion Energy Inc.,71.86,1536955420585,-0.56,-0.007790000000000001,71.3,1536958453282,72.12,,,,,,,,,,71.86,Close,"September 14, 2018",1536955420585,2221135,71.18,46979601118,72,1536931800108,18.19,72.18,New York Stock Exchange,Utilities,85.3,61.53,-0.07654329876247301
DAC,,,64215,,,close,-0.05,-0.032260000000000004,1.5,1536955321731,Danaos Corporation,1.5,1536955321731,-0.05,-0.033330000000000005,1.45,1536955319056,1.6,,,,,,,,,,1.5,Close,"September 14, 2018",1536955321731,83812,1.45,313712435,1.55,1536931800351,1.42,1.55,New York Stock Exchange,Industrials,2.5,1.05,0.0022227586206890002
DAG,,,6086,,,close,-0.019200000000000002,-0.00881,2.1608,1536955200182,DB Agriculture Double Long ETN due April 1 2038,2.184,1536955800001,0.0892,0.041280000000000004,2.25,1536957347421,2.18,,,,,,,,,,2.1608,Close,"September 14, 2018",1536955200182,13052,2.1,5027317,2.18,1536931800056,,2.18,NYSE Arca,,3.16,2.1,-0.26110246686736505
DAIO,,,59088,,,close,0.08,0.015240000000000002,5.33,1536955200483,Data I/O Corporation,5.33,1536955200483,0,0,5.33,1536955211631,5.49,,,,,,,,,,5.33,Close,"September 14, 2018",1536955200483,21351,5.25,44971028,5.25,1536931800529,,5.25,NASDAQ Capital Market,Technology,16.49,4.88,-0.544264132231404
DAKT,,,307107,,,close,0,0,7.75,1536955200532,Daktronics Inc.,7.75,1536955200532,0,0,7.75,1536956898094,7.87,,,,,,,,,,7.75,Close,"September 14, 2018",1536955200532,124712,7.68,345561844,7.76,1536931800642,31,7.75,Nasdaq Global Select,Technology,10.86,7.38,-0.135073602446346
DAL,,,4552121,,,close,0.11,0.0019,57.93,1536955255940,Delta Air Lines Inc.,57.93,1536955255940,0,0,57.93,1536957676000,58.325,,,,,,,,,,57.93,Close,"September 14, 2018",1536955255940,3418335,57.63,40048823310,57.76,1536931800159,11.49,57.82,New York Stock Exchange,Industrials,60.79,47.12,0.041911633480726004
DALI,,,23004,,,close,0.0756,0.0035600000000000002,21.315,1536955200393,First Trust DorseyWright DALI 1 ETF,21.29,1536955200393,0.085,0.0039900000000000005,21.4,1535376594993,21.359,,,,,,,,,,21.315,Close,"September 14, 2018",1536955200393,2847,21.258,43695793,21.35,1536940845122,,21.2394,NASDAQ Global Market,,22,19.785,0.076126157933668
DALT,,,9686,,,close,-0.01,-0.0009500000000000001,10.47,1536955200000,Anfield Capital Diversified Alternatives ETF,10.47,1536955200128,,,,,10.52,,,,,,,,,,10.47,Close,"September 14, 2018",1536955200000,21642,10.408,35336250,10.52,1536931800000,,10.48,Cboe Global Markets EDGX,,10.9,9.62,0.032532054724207005
DAN,,,1100912,,,close,0.45,0.02355,19.56,1536955448498,Dana Incorporated,19.56,1536955448498,0,0,19.56,1536956898130,19.73,,,,,,,,,,19.56,Close,"September 14, 2018",1536955448498,1109076,19.11,2827295525,19.17,1536931800354,7.24,19.11,New York Stock Exchange,Consumer Cyclical,35.27,18.08,-0.35442932321860704
DAR,,,885807,,,close,0.02,0.00107,18.78,1536955363783,Darling Ingredients Inc.,18.78,1536955363783,0,0,18.78,1536956898190,19.09,,,,,,,,,,18.78,Close,"September 14, 2018",1536955363783,1139286,18.66,3092228243,18.73,1536931800204,22.36,18.76,New York Stock Exchange,Industrials,20.96,15.8,0.026739033315128002
DARE,,,209540,,,close,-0.1009,-0.09796,0.9291,1536955200439,Dare Bioscience Inc.,0.9291,1536955200439,0.0369,0.039720000000000005,0.966,1536958331391,1.04,,,,,,,,,,0.9291,Close,"September 14, 2018",1536955200439,403945,0.92,10612330,1.01,1536931800206,-0.42,1.03,NASDAQ Capital Market,Healthcare,3.59,0.7403000000000001,-0.6868538053097341
DATA,,,874639,,,close,-0.61,-0.00525,115.55,1536955322857,Tableau Software Inc. Class A,115.55,1536955322857,0,0,115.55,1536957568750,117.24,,,,,,,,,,115.55,Close,"September 14, 2018",1536955322857,691456,114.92,9584126047,116.1,1536931800213,-45.31,116.16,New York Stock Exchange,Technology,118.0785,68.37,0.6405269548497361
DAUD,,,297,,,close,0.9500000000000001,0.03323,29.54,1536955200140,ETNs linked to the VelocityShares Daily 4X Long USD vs. AUD Index,29.58,1536955800001,-0.42,-0.014220000000000002,29.12,1536930439256,29.54,,,,,,,,,,29.54,Close,"September 14, 2018",1536955200140,518,29.54,4726400,29.54,1536948867532,,28.59,NYSE Arca,,30.28,18.62,0.279117811050189
DAVA,,,59944,,,close,0.16,0.006220000000000001,25.87,1536955273598,Endava plc American Depositary Shares (each representing one Class A),25.87,1536955273598,0.62,0.02397,26.49,1535572855104,26.225,,,,,,,,,,25.87,Close,"September 14, 2018",1536955273598,122419,25.337,1371217231,25.41,1536845417603,,25.71,New York Stock Exchange,Technology,30.5,23,0.032807301587301003
DAVE,,,24449,,,close,0.075,0.01195,6.35,1536955200172,Famous Dave's of America Inc.,6.35,1536955200172,0,0,6.35,1536957683000,6.45,,,,,,,,,,6.35,Close,"September 14, 2018",1536955200172,10943,6.2,57732460,6.3,1536931800507,24.42,6.275,Nasdaq Global Select,Consumer Cyclical,9.65,3.45,-0.087340780141844
DAX,,,2730,,,close,-0.1,-0.00354,28.18,1536955200191,Horizons DAX Germany ETF,28.36,1536955200191,-0.28,-0.009940000000000001,27.9,1536758711571,28.36,,,,,,,,,,28.18,Close,"September 14, 2018",1536955200191,1940,28.11,18317000,28.36,1536931800195,,28.28,NASDAQ Global Market,,34,27.46,-0.09720919247147201
DB,,,4380772,,,close,0.04,0.00352,11.4,1536955324175,Deutsche Bank AG,11.4,1536955324175,0.01,0.00088,11.41,1536958478763,11.42,,,,,,,,,,11.4,Close,"September 14, 2018",1536955324175,2140512,11.29,23482697459,11.3,1536931800206,-12.81,11.36,New York Stock Exchange,Financial Services,20.225,10.36,-0.40137862395857205
DBA,,,481410,,,close,-0.03,-0.00176,17.05,1536955200359,Invesco DB Agriculture Fund,17.05,1536955800000,0.02,0.00117,17.07,1536931785023,17.1,,,,,,,,,,17.05,Close,"September 14, 2018",1536955200359,701421,17.02,559240682,17.08,1536931800107,,17.08,NYSE Arca,,19.68,16.81,-0.10297244069583501
DBAP,,,712,,,close,0.06,0.00216,27.85,1536955200136,Xtrackers MSCI Asia Pacific ex Japan Hedged Equity,27.835,1536955800002,1.71,0.0614,29.56,1529501394211,27.85,,,,,,,,,,27.85,Close,"September 14, 2018",1536955200136,301,27.85,4177528,27.87,1536942211464,,27.79,NYSE Arca,,31.53,27.23,-0.036513956866318004
DBAW,,,20731,,,close,0.052000000000000005,0.0019100000000000002,27.21,1536955200186,Xtrackers MSCI All World ex US Hedged Equity,27.252,1536955800001,0.8300000000000001,0.030500000000000003,28.04,1535634082364,27.289,,,,,,,,,,27.21,Close,"September 14, 2018",1536955200186,7699,27.14,125166027,27.18,1536931800081,,27.158,NYSE Arca,,29.0699,25.97,-0.01294501605703
DBB,,,171689,,,close,-0.26,-0.01643,15.56,1536955200268,Invesco DB Base Metals Fund,15.56,1536955800001,0,0,15.56,1536956450632,15.85,,,,,,,,,,15.56,Close,"September 14, 2018",1536955200268,153009,15.525,205392622,15.83,1536931800088,,15.82,NYSE Arca,,19.94,15.42,-0.216841099691675
