symbol,avgTotalVolume,calculationPrice,change,changePercent,close,closeTime,companyName,delayedPrice,delayedPriceTime,high,iexAskPrice,iexAskSize,iexBidPrice,iexBidSize,iexLastUpdated,iexMarketPercent,iexRealtimePrice,iexRealtimeSize,iexVolume,latestPrice,latestSource,latestTime,latestUpdate,latestVolume,low,marketCap,open,openTime,peRatio,previousClose,primaryExchange,sector,week52High,week52Low,ytdChange
AAXJ,663892,close,0.1,0.0012900000000000001,77.49,1526068800440,iShares MSCI All Country Asia ex Japan Index Fund,77.49,1526068800440,77.75,0,0,0,0,1526068762649,0.023330000000000004,77.49,100,4008,77.49,Close,"May 11, 2018",1526068800440,171796,77.28,4881870000,77.74,1526045400757,,77.39,NASDAQ Global Market,,83.52,64.8,-0.006291730868001001
AAXN,1140950,close,1.82,0.032830000000000005,57.26,1526068800327,Axon Enterprise Inc.,57.26,1526068800327,57.44,0,0,0,0,1526068774254,0.009540000000000002,57.27,10,9258,57.26,Close,"May 11, 2018",1526068800327,970440,55.16,3052358534,55.44,1526045400240,136.33,55.44,Nasdaq Global Select,Industrials,57.26,20.57,1.088135593220339
AB,311054,close,0.25,0.00936,26.95,1526068921015,AllianceBernstein Holding L.P. Units,26.95,1526068921015,27.05,0,0,0,0,1526068773702,0.052770000000000004,26.875,78,28426,26.95,Close,"May 11, 2018",1526068921015,538677,26.55,2631498874,26.75,1526045401001,10.49,26.7,New York Stock Exchange,Financial Services,28.15,20.6,0.12294809624548302
ABAC,8259,close,-0.13870000000000002,-0.05931,2.2,1526068800384,Renmin Tianli Group Inc.,2.2,1526068800384,2.3890000000000002,0,0,0,0,0,0,0,0,0,2.2,Close,"May 11, 2018",1526068800384,17025,2.14,21964239,2.3,1526045400465,,2.3387000000000002,NASDAQ Capital Market,Consumer Defensive,4.76,1.72,-0.161756272401433
ABAX,135516,close,0.99,0.01417,70.85,1526068800157,ABAXIS Inc.,70.85,1526068800185,72.952,0,0,0,0,1526068345929,0.0645,70.97,100,5432,70.85,Close,"May 11, 2018",1526068800157,84217,69.87,1608153300,69.87,1526045400255,56.68,69.86,Nasdaq Global Select,Healthcare,78.53,43.66,0.400477116452498
ABB,2629126,close,-0.05,-0.0020800000000000003,23.99,1526068921016,ABB Ltd,23.99,1526068921016,24.13,0,0,0,0,1526068789642,0.021550000000000003,24,100,17927,23.99,Close,"May 11, 2018",1526068921016,831879,23.955,51069067936,24.07,1526045401026,18.74,24.04,New York Stock Exchange,Industrials,28.67,21.92,-0.077601918465227
ABBV,6816446,close,1.33,0.01293,104.18,1526068876239,AbbVie Inc.,104.18,1526068876239,104.685,0,0,0,0,1526068798819,0.04202,104.13,100,206516,104.18,Close,"May 11, 2018",1526068876239,4914707,102.04,165321101205,103.46,1526045400019,16.86,102.85,New York Stock Exchange,Healthcare,125.86,64.61,0.06351737302419401
ABC,1713785,close,1.35,0.015780000000000002,86.88,1526068922024,AmerisourceBergen Corporation,86.88,1526068922024,87.5,0,0,0,0,1526068796486,0.12082000000000001,86.86,100,203112,86.88,Close,"May 11, 2018",1526068922024,1681112,84.64,19096577515,85.6,1526045400008,14.29,85.53,New York Stock Exchange,Healthcare,106.27,71.9,-0.086938837819285
ABCB,202568,close,-0.05,-0.0009100000000000001,55.15,1526068800478,Ameris Bancorp,55.15,1526068800478,55.7,0,0,0,0,1526068753111,0.03314,55.2,14,3870,55.15,Close,"May 11, 2018",1526068800478,116777,55,2113738517,55.3,1526045400733,21.05,55.2,Nasdaq Global Select,Financial Services,59.05,41.05,0.139142547593251
ABCD,417533,close,0.1,0.0099,10.2,1526068800476,Cambium Learning Group Inc.,10.2,1526068800476,10.25,0,0,0,0,1526068627091,0.00799,10.185,48,934,10.2,Close,"May 11, 2018",1526068800476,116896,9.8,480146293,10.03,1526045400530,,10.1,NASDAQ Capital Market,Consumer Defensive,13.77,4.67,0.803571428571428
ABDC,62275,close,-0.07,-0.01084,6.39,1526068800430,Alcentra Capital Corp.,6.39,1526068800430,6.65,0,0,0,0,1526045405888,0.001,6.58,100,100,6.39,Close,"May 11, 2018",1526068800430,100000,6.41,87882015,6.42,1526045400695,5.11,6.46,Nasdaq Global Select,Financial Services,14.61,5.9,-0.22394012565923002
ABEO,992088,close,0.8,0.042440000000000005,19.65,1526068800421,Abeona Therapeutics Inc.,19.65,1526068800421,19.7,0,0,0,0,1526068798001,0.08729,19.65,95,39028,19.65,Close,"May 11, 2018",1526068800421,447107,18.7,928009371,18.7,1526045400432,-29.77,18.85,NASDAQ Capital Market,Healthcare,22.75,4.55,0.09593023255813901
ABEOW,0,previousclose,0,0,14.1,1525809600364,,14.1,1525809600364,14.1,0,0,0,0,0,0,0,0,0,14.1,Previous close,"May 8, 2018",1525737600000,1121,14.09,0,13.97,1525793617187,,14.1,,,14.1,0,0.18686868686868602
ABEV,22252929,close,-0.08,-0.013110000000000002,6.02,1526068905722,Ambev S.A. American Depositary Shares (Each representing 1),6.02,1526068905722,6.095,0,0,0,0,1526068771304,0.02409,6.025,100,315473,6.02,Close,"May 11, 2018",1526068905722,13095600,5.99,94591162993,6.08,1526045659757,26.17,6.1,New York Stock Exchange,Consumer Defensive,7.43,5.3,-0.07425674957886201
ABG,179727,close,1.1,0.01597,70,1526068920723,Asbury Automotive Group Inc,70,1526068920723,70.1,0,0,0,0,1526068681103,0.08454,69.9,100,11345,70,Close,"May 11, 2018",1526068920723,134197,68.75,1444203320,68.85,1526045410070,10.29,68.9,New York Stock Exchange,Consumer Cyclical,76.4,49.1,0.08932806324110601
ABIL,59920,close,-0.02,-0.007220000000000001,2.75,1526068800138,Ability Inc.,2.75,1526068800138,2.8,0,0,0,0,0,0,0,0,0,2.75,Close,"May 11, 2018",1526068800138,14315,2.7,7085141,2.77,1526045400526,,2.77,NASDAQ Capital Market,Technology,5.9499,0.32330000000000003,4.94420600858369
ABIO,631554,close,-0.055,-0.09091,0.55,1526068800466,ARCA biopharma Inc.,0.55,1526068800466,0.67,0,0,0,0,1526068632487,0.00143,0.555,676,2276,0.55,Close,"May 11, 2018",1526068800466,1591608,0.54,7658104,0.58,1526045400625,,0.605,NASDAQ Capital Market,Healthcare,2.71,0.45,-0.551851851851851
ABLX,101644,close,0.43,0.00805,53.84,1526068800191,Ablynx NV,53.84,1526068800191,53.84,0,0,0,0,1526063710981,0.019170000000000003,53.63,100,103,53.84,Close,"May 11, 2018",1526068800191,5373,53.42,4059888706,53.65,1526045400255,,53.41,Nasdaq Global Select,Healthcare,55.29,17.75,1.18
ABM,731354,close,0.02,0.0006600000000000001,30.41,1526068920726,ABM Industries Incorporated,30.41,1526068920726,30.56,0,0,0,0,1526068797659,0.056620000000000004,30.415,100,24255,30.41,Close,"May 11, 2018",1526068920726,428382,30.21,1997937061,30.36,1526045410073,18.66,30.39,New York Stock Exchange,Industrials,45.12,29.87,-0.18696794422477
ABMD,522088,close,3.8,0.0103,372.68,1526068800182,ABIOMED Inc.,372.68,1526068800182,374.75,0,0,0,0,1526068796071,0.058460000000000005,372.33,99,24828,372.68,Close,"May 11, 2018",1526068800182,424701,367.79,16501459821,368.71,1526045400250,282.33,368.88,Nasdaq Global Select,Healthcare,372.68,129.55,0.9163592913917601
ABP,0,previousclose,,,,,,,,,0,0,0,0,0,0,0,0,0,,N/A,N/A,,0,,,,,,,,,0,0,0
ABR,540635,close,0.02,0.0021200000000000004,9.45,1526068921054,Arbor Realty Trust,9.45,1526068921054,9.48,0,0,0,0,1526068762857,0.015370000000000002,9.445,100,12049,9.45,Close,"May 11, 2018",1526068921054,783930,9.41,595938121,9.45,1526045401002,9.74,9.43,New York Stock Exchange,Real Estate,9.505,7.83,0.11843821903835601
ABR-A,2321,close,0.01,0.00039000000000000005,25.84,1526069137137,Arbor Realty Trust Preferred Series A,25.84,1526069137137,25.88,0,0,0,0,0,0,0,0,0,25.84,Close,"May 11, 2018",1526069137137,1380,25.77,40090760,25.77,1525786201001,,25.83,New York Stock Exchange,Real Estate,25.98,24.81,0.044091967403958
ABR-B,1173,close,0.1789,0.007,25.75,1526068981432,Arbor Realty Trust Cumulative Redeemable Preferred Series B,25.75,1526068981432,25.75,0,0,0,0,0,0,0,0,0,25.75,Close,"May 11, 2018",1526068981432,1590,25.73,32445000,25.2,1523971801002,,25.5711,New York Stock Exchange,Real Estate,25.95,24.59,0.031130161981684
ABR-C,1266,close,0.0531,0.00202,26.4,1526069157776,Arbor Realty Trust Cumulative Redeemable Preferred Series C,26.4,1526069157776,26.4,0,0,0,0,0,0,0,0,0,26.4,Close,"May 11, 2018",1526069157776,600,26.01,0,26.47,1525959001002,,26.3469,New York Stock Exchange,Real Estate,26.6799,25.51,0.026897352748589003
ABT,6213637,close,0.7000000000000001,0.01156,61.26,1526068948141,Abbott Laboratories,61.26,1526068948141,61.3,0,0,0,0,1526068796730,0.04703,61.28,100,228022,61.26,Close,"May 11, 2018",1526068948141,4848437,60.22,107400282545,60.37,1526045536877,23.47,60.56,New York Stock Exchange,Healthcare,64.6,42.88,0.040013738622703
ABTX,29213,close,0.05,0.00118,42.25,1526068800488,Allegiance Bancshares Inc.,42.25,1526068800488,43.25,0,0,0,0,1526067450025,0.04345,42.25,200,400,42.25,Close,"May 11, 2018",1526068800488,9206,42.05,562159741,42.25,1526045400233,24.85,42.2,NASDAQ Global Market,Financial Services,42.8,31.75,0.120849933598937
ABUS,162221,close,0.15,0.024,6.4,1526068800179,Arbutus Biopharma Corporation,6.4,1526068800179,6.5,0,0,0,0,1526068798725,0.012440000000000001,6.45,50,2332,6.4,Close,"May 11, 2018",1526068800179,187460,6.175,353075181,6.3,1526045400231,-3.74,6.25,Nasdaq Global Select,Healthcare,8.25,3.2,0.146788990825688
ABX,9942749,close,-0.03,-0.00222,13.5,1526068845570,Barrick Gold Corporation,13.5,1526068845570,13.67,0,0,0,0,1526068799602,0.01802,13.5,100,107710,13.5,Close,"May 11, 2018",1526068845570,5977248,13.45,15753053273,13.6,1526045401009,18,13.53,New York Stock Exchange,Basic Materials,18.35,11.07,-0.10767871157511501
AC,13084,close,-0.15,-0.00404,37,1526068922027,Associated Capital Group Inc.,37,1526068922027,37.53,0,0,0,0,1526051292025,0.00902,37.275,100,200,37,Close,"May 11, 2018",1526068922027,22173,36.5,855915302,37.35,1526045400010,,37.15,New York Stock Exchange,Financial Services,38.845,32.2,0.08784773060029201
ACAD,4350276,close,0.29,0.015880000000000002,18.55,1526068800284,ACADIA Pharmaceuticals Inc.,18.55,1526068800284,18.64,0,0,0,0,1526068799081,0.020730000000000002,18.54,100,20347,18.55,Close,"May 11, 2018",1526068800284,981524,18.05,2315521725,18.15,1526045400579,-8.96,18.26,Nasdaq Global Select,Healthcare,41.2,14.51,-0.399934275386132
ACBI,80747,close,0.2,0.010050000000000002,20.1,1526068800343,Atlantic Capital Bancshares Inc.,20.1,1526068800343,20.25,0,0,0,0,1526068602142,0.038990000000000004,20.1,100,4074,20.1,Close,"May 11, 2018",1526068800343,104488,19.85,518022728,19.95,1526045400353,33.5,19.9,Nasdaq Global Select,Financial Services,20.1,15.2,0.14367816091954
ACC,736639,close,-0.03,-0.00075,39.83,1526068820812,American Campus Communities Inc,39.83,1526068820812,40.33,0,0,0,0,1526068794771,0.02162,39.805,100,7820,39.83,Close,"May 11, 2018",1526068820812,361702,39.71,5443297526,39.99,1526045400009,17.32,39.86,New York Stock Exchange,Real Estate,49.26,34.52,-0.004962704823908
ACCO,521613,close,0.1,0.008440000000000001,11.95,1526068925046,Acco Brands Corporation,11.95,1526068925046,12,0,0,0,0,1526068789245,0.034760000000000006,11.975,92,11208,11.95,Close,"May 11, 2018",1526068925046,322440,11.85,1281112704,11.85,1526045401003,9.8,11.85,New York Stock Exchange,Industrials,13.975,10.35,-0.047642009837014006
ACER,12192,close,-0.28,-0.01497,18.43,1526068800291,Acer Therapeutics Inc.,18.43,1526068800291,18.7,0,0,0,0,0,0,0,0,0,18.43,Close,"May 11, 2018",1526068800291,6390,18.311,138177690,18.53,1526047994269,-4.74,18.71,NASDAQ Capital Market,Healthcare,22.6307,5.69554,0.263335584064821
ACET,1121912,close,-0.11,-0.03887,2.7199999999999998,1526068800483,Aceto Corporation,2.7199999999999998,1526068800483,2.8529999999999998,0,0,0,0,1526068798640,0.01617,2.715,100,8576,2.7199999999999998,Close,"May 11, 2018",1526068800483,530365,2.67,83743480,2.8200000000000003,1526045400536,2.27,2.83,Nasdaq Global Select,Healthcare,17.03,2.22,-0.7312261973730441
ACFC,13971,close,0.02,0.0018700000000000001,10.7,1526068800344,Atlantic Coast Financial Corporation,10.7,1526068800344,10.82,0,0,0,0,1526068780086,0.17852,10.7,10,1984,10.7,Close,"May 11, 2018",1526068800344,11114,10.7,166415313,10.67,1526045400546,31.47,10.68,NASDAQ Global Market,Financial Services,11.21,7.05,0.12184873949579801
ACGL,675121,close,0.08,0.00101,79.65,1526068800453,Arch Capital Group Ltd.,79.65,1526068800453,79.97,0,0,0,0,1526068796185,0.15201,79.65,3,61377,79.65,Close,"May 11, 2018",1526068800453,403769,79.45,10888373639,79.5,1526045400459,23.09,79.57,Nasdaq Global Select,Financial Services,102.6,77.12,-0.098867497168742
ACGLO,22155,close,0.25,0.010400000000000001,24.3,1526068800417,Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of5.45% Non-Cumulative Preferred Shares Series F,24.3,1526068800417,24.3,0,0,0,0,0,0,0,0,0,24.3,Close,"May 11, 2018",1526068800417,24661,23.97,0,24.05,1526045400265,,24.05,Nasdaq Global Select,Financial Services,25.99,23.67,-0.028086482117599003
ACGLP,45469,close,0.11,0.00464,23.82,1526068800396,Arch Capital Group Ltd. Depositary Shares Representing Interest in 5.25% Non-Cumulative Preferred Series E Shrs,23.82,1526068800396,23.82,0,0,0,0,1526068782876,0.03198,23.795,100,1740,23.82,Close,"May 11, 2018",1526068800396,54409,23.6,0,23.73,1526045400217,,23.71,Nasdaq Global Select,Financial Services,25.25,22.75,-0.032458152080765
ACH,115669,close,-0.03,-0.0021300000000000004,14.03,1526068922017,Aluminum Corporation of China Limited American Depositary Shares,14.03,1526068922017,14.12,0,0,0,0,1526056151959,0.00478,13.98,100,300,14.03,Close,"May 11, 2018",1526068922017,62762,13.97,8364011564,14.1,1526045401002,,14.06,New York Stock Exchange,Basic Materials,23.54,11.03,-0.256084656084656
ACHC,1096631,close,-0.35000000000000003,-0.008320000000000001,41.71,1526068800291,Acadia Healthcare Company Inc.,41.71,1526068800291,42.39,0,0,0,0,1526068793253,0.028090000000000004,41.7,200,19890,41.71,Close,"May 11, 2018",1526068800291,708081,41.39,3680282642,42.19,1526045400384,17.6,42.06,Nasdaq Global Select,Healthcare,54.34,26.92,0.244010647737355
ACHN,973288,close,0.06,0.017240000000000002,3.54,1526068800140,Achillion Pharmaceuticals Inc.,3.5300000000000002,1526068800217,3.56,0,0,0,0,1526068795686,0.028950000000000004,3.535,178,17092,3.54,Close,"May 11, 2018",1526068800140,590397,3.45,489722673,3.48,1526045400259,-5.71,3.48,Nasdaq Global Select,Healthcare,5.66,2.58,0.12621359223300901
ACHV,44204,close,-0.18,-0.14400000000000002,1.07,1526068800466,Achieve Life Sciences Inc.,1.07,1526068800466,1.22,0,0,0,0,1526068786002,0.0037400000000000003,1.07,100,1126,1.07,Close,"May 11, 2018",1526068800466,301070,1.01,13640287,1.2,1526045400214,,1.25,NASDAQ Capital Market,Healthcare,6.27,1.07,-0.131944444444444
ACIA,1461898,close,0.54,0.01744,31.5,1526068800374,Acacia Communications Inc.,31.5,1526068800374,31.91,0,0,0,0,1526068797808,0.015240000000000002,31.49,100,9051,31.5,Close,"May 11, 2018",1526068800374,593898,30.73,1264710542,30.76,1526045400211,54.31,30.96,Nasdaq Global Select,Technology,50.1,24.72,-0.15983717774762501
ACIM,7675,close,0.082,0.00103,79.922,1526068800160,SPDR MSCI ACWI IMI,79.922,1526069400001,79.95,0,0,0,0,0,0,0,0,0,79.922,Close,"May 11, 2018",1526068800160,1072,79.728,103898600,79.73,1526045400116,,79.84,NYSE Arca,,84.34,70.15,0.00833543824198
ACIU,35315,close,0.03,0.0031100000000000004,9.69,1526068800489,AC Immune SA,9.69,1526068800489,9.98,0,0,0,0,0,0,0,0,0,9.69,Close,"May 11, 2018",1526068800489,7177,9.6,555844466,9.61,1526056193314,-18.63,9.66,NASDAQ Global Market,Healthcare,13.91,6.03,-0.276404494382022
ACIW,546577,close,-0.785,-0.03364,22.55,1526068800438,ACI Worldwide Inc.,22.55,1526068800438,23.31,0,0,0,0,1526068795725,0.04546,22.55,100,45504,22.55,Close,"May 11, 2018",1526068800438,1000968,22.44,2624633489,23.24,1526045400564,28.54,23.335,Nasdaq Global Select,Technology,26.3737,20.23,0.028426619656236003
ACLS,286062,close,-0.725,-0.03173,22.125,1526068800478,Axcelis Technologies Inc.,22.125,1526068800478,22.75,0,0,0,0,1526068772527,0.01801,22.125,24,4009,22.125,Close,"May 11, 2018",1526068800478,222599,21.9,711220626,22.6,1526045400712,13.92,22.85,Nasdaq Global Select,Technology,37.05,18.6,-0.22673434856175903
ACM,781972,close,-0.65,-0.019170000000000003,33.25,1526068813650,AECOM,33.25,1526068813650,34.11,0,0,0,0,1526068796696,0.021490000000000002,33.23,100,25758,33.25,Close,"May 11, 2018",1526068813650,1198604,33.07,5292373273,34,1526045401003,11.16,33.9,New York Stock Exchange,Industrials,39.9,30.15,-0.10127253446447501
ACMR,34817,close,0.05,0.00415,12.09,1526068800276,ACM Research Inc.,12.09,1526068800276,12.16,0,0,0,0,1526063973508,0.0036600000000000005,12.06,100,130,12.09,Close,"May 11, 2018",1526068800276,35519,11.56,191507377,12.08,1526045400611,604.5,12.04,NASDAQ Global Market,Technology,15.5951,4.7437000000000005,1.1423487544483981
ACN,1947486,close,0.54,0.0034500000000000004,157.08,1526068859347,Accenture plc Class A (Ireland),157.08,1526068859347,157.62,0,0,0,0,1526068796108,0.026650000000000004,157.08,44,19883,157.08,Close,"May 11, 2018",1526068859347,746079,155.82,105717637909,156.54,1526045400012,25.67,156.54,New York Stock Exchange,Technology,165.58,119.1,0.026529498788152
ACNB,7518,close,0.1,0.0031400000000000004,31.9,1526068800373,ACNB Corporation,31.9,1526068800373,32,0,0,0,0,1526063655201,0.07612000000000001,31.95,15,197,31.9,Close,"May 11, 2018",1526068800373,2588,31.65,224401826,32,1526045400531,,31.8,NASDAQ Capital Market,Financial Services,31.95,24.45,0.076557453636936
ACOR,310211,close,0.75,0.03178,24.35,1526068800157,Acorda Therapeutics Inc.,24.3,1526068800194,24.75,0,0,0,0,1526068793589,0.03823,24.3,84,15526,24.35,Close,"May 11, 2018",1526068800157,406121,23.25,1145906544,23.65,1526045400755,-52.93,23.6,Nasdaq Global Select,Healthcare,29.6,13.6,0.041942604856512
ACP,52882,close,-0.01,-0.00071,14.03,1526068921011,Aberdeen Income Credit Strategies Fund,14.03,1526068921011,14.08,0,0,0,0,1526055297045,0.015330000000000002,14.05,100,800,14.03,Close,"May 11, 2018",1526068921011,52185,13.99,183429230,14.07,1526045401001,,14.04,New York Stock Exchange,Financial Services,14.93,13.3101,0.019593034233344003
ACRE,100336,close,0.01,0.0007400000000000001,13.44,1526068923036,Ares Commercial Real Estate Corporation,13.44,1526068923036,13.49,0,0,0,0,1526066876422,0.013090000000000001,13.425,10,888,13.44,Close,"May 11, 2018",1526068923036,67838,13.41,384369431,13.41,1526045401001,11.11,13.43,New York Stock Exchange,Real Estate,13.86,11.96,0.074116433261618
ACRS,216860,close,0.65,0.03569,18.86,1526068800362,Aclaris Therapeutics Inc.,18.86,1526068800362,19,0,0,0,0,1526068777055,0.00521,18.87,48,848,18.86,Close,"May 11, 2018",1526068800362,162764,18.13,582887217,18.21,1526045400769,-6.35,18.21,Nasdaq Global Select,Healthcare,30.08,16.011,-0.27247303236116605
ACRX,372884,close,0,0,2.5,1526068800383,AcelRx Pharmaceuticals Inc.,2.5,1526068800383,2.575,0,0,0,0,1526068770138,0.013240000000000002,2.475,578,5060,2.5,Close,"May 11, 2018",1526068800383,382175,2.45,127592558,2.5,1526045400715,-2.5,2.5,NASDAQ Global Market,Healthcare,5.75,1.55,0.21951219512195103
ACSF,63088,close,0.1,0.00816,12.35,1526068800208,American Capital Senior Floating Ltd.,12.35,1526068800208,12.4,0,0,0,0,1526066841245,0.07415000000000001,12.35,484,18447,12.35,Close,"May 11, 2018",1526068800208,248780,12.2,123501235,12.2,1526045400644,,12.25,Nasdaq Global Select,Financial Services,13.65,10.35,0.196768237282505
ACSI,6034,close,0.045200000000000004,0.00144,31.41,1526068800000,American Customer Satisfaction Core Alpha,31.41,1526068800145,31.46,0,0,0,0,0,0,0,0,0,31.41,Close,"May 11, 2018",1526068800000,365,31.4,51826500,31.59,1526045400000,,31.3648,BATS Exchange,,32.5545,27.89,0.013729799612152002
ACST,241202,close,0.0019,0.0029200000000000003,0.6519,1526068800437,Acasti Pharma Inc.,0.6519,1526068800437,0.6579,0,0,0,0,0,0,0,0,0,0.6519,Close,"May 11, 2018",1526068800437,87525,0.641,16713552,0.641,1526045400672,,0.65,NASDAQ Capital Market,Healthcare,3.3565,0.6000000000000001,-0.34673366834170805
ACT,5805,close,-0.0776,-0.0031000000000000003,24.95,1526068800455,AdvisorShares Vice ETF,24.95,1526068800455,25.27,0,0,0,0,1526049596501,0.028,25.01,100,100,24.95,Close,"May 11, 2018",1526068800455,3571,24.94,12475000,25.27,1526045400650,,25.0276,NASDAQ Global Market,,29.5,24.23,-0.061230307576894
