symbol,avgTotalVolume,calculationPrice,change,changePercent,close,closeTime,companyName,delayedPrice,delayedPriceTime,high,iexAskPrice,iexAskSize,iexBidPrice,iexBidSize,iexLastUpdated,iexMarketPercent,iexRealtimePrice,iexRealtimeSize,iexVolume,latestPrice,latestSource,latestTime,latestUpdate,latestVolume,low,marketCap,open,openTime,peRatio,previousClose,primaryExchange,sector,week52High,week52Low,ytdChange
AAON,220668,tops,-0.4,-0.01311,30.5,1.52581E+12,AAON Inc.,30.15,1.5259E+12,30.7,0,0,0,0,1.5259E+12,0.02685,30.1,100,3818,30.1,IEX real time price,3:56:42 PM,1.5259E+12,142197,30.1,1576103153,30.7,1.52587E+12,35.83,30.5,Nasdaq Global Select,Basic Materials,40.25,29.05,-0.174560217
AAP,1084549,tops,1.27,0.01087,116.8,1.52581E+12,Advance Auto Parts Inc W/I,118,1.5259E+12,118,0,0,0,0,1.5259E+12,0.02362,118.07,100,28269,118.07,IEX real time price,3:59:40 PM,1.5259E+12,1196825,111.86,8738023728,116.87,1.52587E+12,21.95,116.8,New York Stock Exchange,Consumer Cyclical,151.72,78.81,0.101526198
AAPL,35606994,tops,1.26,0.00677,186.05,1.52581E+12,Apple Inc.,187.095,1.5259E+12,187.4,0,0,0,0,1.5259E+12,0.03202,187.31,100,618536,187.31,IEX real time price,3:59:59 PM,1.5259E+12,19317177,185.22,9.20654E+11,186.58,1.52587E+12,19.25,186.05,Nasdaq Global Select,Technology,187.67,142.2,0.084457087
AAT,309556,tops,0.13,0.00372,34.95,1.52581E+12,American Assets Trust Inc.,35.07,1.5259E+12,35.1,0,0,0,0,1.5259E+12,0.04343,35.08,100,7840,35.08,IEX real time price,3:59:55 PM,1.5259E+12,180520,34.86,1655898219,34.99,1.52587E+12,17.72,34.95,New York Stock Exchange,Real Estate,41.69,30.62,-0.076596273
AAU,138354,sip,0.01668,0.02077,0.8033,1.52581E+12,Almaden Minerals Ltd.,0.82,1.5259E+12,0.8233,0,0,0,0,1.52588E+12,0.00125,0.8,153,153,0.82,15 minute delayed price,3:55:30 PM,1.5259E+12,122400,0.7933,83803693,0.81,1.52587E+12,,0.803318,NYSE American,Basic Materials,1.53,0.713,-0.220079612
AAV,335012,sip,-0.025,-0.00833,3,1.52581E+12,Advantage Oil & Gas Ltd,2.975,1.5259E+12,3.15,0,0,0,0,1.52589E+12,0.0101,3,100,2200,2.975,15 minute delayed price,3:56:11 PM,1.5259E+12,217822,2.975,553240478,3.05,1.52587E+12,21.25,3,New York Stock Exchange,Energy,7.35,2.7,-0.333333333
AAWW,232981,tops,0.55,0.00808,68.05,1.52581E+12,Atlas Air Worldwide Holdings,68.5,1.5259E+12,69,0,0,0,0,1.5259E+12,0.03138,68.6,100,4946,68.6,IEX real time price,3:59:49 PM,1.5259E+12,157616,67.9,1753539343,68.35,1.52587E+12,12.56,68.05,Nasdaq Global Select,Industrials,68.7,45.45,0.174288179
AAXJ,736553,tops,0.05,0.00066,76.04,1.52581E+12,iShares MSCI All Country Asia ex Japan Index Fund,76.11,1.5259E+12,76.38,0,0,0,0,1.5259E+12,0.02439,76.09,100,11292,76.09,IEX real time price,3:59:30 PM,1.5259E+12,462977,75.85,4793670000,76.27,1.52587E+12,,76.04,NASDAQ Global Market,,83.52,64.8,-0.023626091
AAXN,956244,tops,9.96,0.22307,44.65,1.52581E+12,Axon Enterprise Inc.,54.69,1.5259E+12,56.22,0,0,0,0,1.5259E+12,0.01209,54.61,100,52168,54.61,IEX real time price,3:59:55 PM,1.5259E+12,4314971,49.96,2911094997,50.4,1.52587E+12,218.44,44.65,Nasdaq Global Select,Industrials,54.61,20.57,0.68173258
AB,297790,tops,-0.45,-0.01673,26.9,1.52581E+12,AllianceBernstein Holding L.P. Units,26.55,1.5259E+12,27,0,0,0,0,1.5259E+12,0.04855,26.45,100,18998,26.45,IEX real time price,3:59:15 PM,1.5259E+12,391308,26.35,2582677002,27,1.52587E+12,10.29,26.9,New York Stock Exchange,Financial Services,28.15,20.6,0.131359692
ABAC,10580,sip,-0.03,-0.01271,2.39,1.52581E+12,Renmin Tianli Group Inc.,2.33,1.52589E+12,2.449,0,0,0,0,0,0,0,0,0,2.33,15 minute delayed price,3:21:14 PM,1.52589E+12,20164,2.27,18602126,2.39,1.52587E+12,,2.36,NASDAQ Capital Market,Consumer Defensive,4.76,1.68,-0.154121864
ABAX,138346,sip,0.175,0.00256,68.27,1.52581E+12,ABAXIS Inc.,68.445,1.5259E+12,68.97,0,0,0,0,1.5259E+12,0.02602,68.425,100,2805,68.445,15 minute delayed price,3:56:18 PM,1.5259E+12,107802,67.72,1553564610,68.38,1.52587E+12,54.76,68.27,Nasdaq Global Select,Healthcare,78.53,43.66,0.36860253
ABB,2741306,tops,-0.05,-0.00209,23.92,1.52581E+12,ABB Ltd,23.865,1.5259E+12,23.9,0,0,0,0,1.5259E+12,0.01135,23.87,200,13205,23.87,IEX real time price,3:59:37 PM,1.5259E+12,1163436,23.714,50813616158,23.88,1.52587E+12,18.65,23.92,New York Stock Exchange,Industrials,28.67,21.92,-0.082206235
ABBV,7181373,tops,1.78,0.01791,99.4,1.52581E+12,AbbVie Inc.,101.13,1.5259E+12,102.04,0,0,0,0,1.5259E+12,0.03171,101.18,100,117321,101.18,IEX real time price,3:59:59 PM,1.5259E+12,3699811,98.9,1.6056E+11,99.44,1.52587E+12,16.37,99.4,New York Stock Exchange,Healthcare,125.86,64.61,0.02784275
ABC,1694084,tops,-0.01,-0.00012,84.69,1.52581E+12,AmerisourceBergen Corporation,84.71,1.5259E+12,85.61,0,0,0,0,1.5259E+12,0.0354,84.68,100,55328,84.68,IEX real time price,3:59:53 PM,1.5259E+12,1562938,84.28,18613008563,84.82,1.52587E+12,13.93,84.69,New York Stock Exchange,Healthcare,106.27,71.9,-0.095906117
ABCB,207003,tops,0.1,0.00181,55.2,1.52581E+12,Ameris Bancorp,55.35,1.5259E+12,55.5,0,0,0,0,1.5259E+12,0.03093,55.3,10,4060,55.3,IEX real time price,3:59:58 PM,1.5259E+12,131264,54.65,2119487579,55.2,1.52587E+12,21.11,55.2,Nasdaq Global Select,Financial Services,59.05,41.05,0.139142548
ABCD,426363,tops,0.15,0.01502,9.99,1.52581E+12,Cambium Learning Group Inc.,10.17,1.5259E+12,10.29,0,0,0,0,1.5259E+12,0.00762,10.14,20,974,10.14,IEX real time price,3:59:58 PM,1.5259E+12,127822,9.99,477321903,9.99,1.52587E+12,,9.99,NASDAQ Capital Market,Consumer Defensive,13.77,4.67,0.783928571
ABDC,73525,sip,-0.06,-0.00929,6.46,1.52581E+12,Alcentra Capital Corp.,6.4,1.5259E+12,6.51,0,0,0,0,1.52589E+12,0.00126,6.43,100,100,6.4,15 minute delayed price,3:56:16 PM,1.5259E+12,79365,6.38,88231558,6.42,1.52587E+12,5.12,6.46,Nasdaq Global Select,Financial Services,14.61,5.9,-0.223940126
ABEO,1032162,tops,-0.025,-0.0013,19.2,1.52581E+12,Abeona Therapeutics Inc.,19.175,1.5259E+12,19.4,0,0,0,0,1.5259E+12,0.02654,19.175,50,14793,19.175,IEX real time price,3:59:09 PM,1.5259E+12,557385,18.8,905576575,19.35,1.52587E+12,-29.05,19.2,NASDAQ Capital Market,Healthcare,22.75,4.55,0.11627907
ABEOW,0,previousclose,0,0,14.1,1.52581E+12,,14.1,1.52581E+12,14.1,0,0,0,0,0,0,0,0,0,14.1,Previous close,08-May-18,1.52574E+12,1121,14.09,0,13.97,1.52579E+12,,14.1,,,14.1,0,0.186868687
ABEV,20656644,tops,-0.235,-0.03754,6.26,1.52581E+12,Ambev S.A. American Depositary Shares (Each representing 1),6.04,1.5259E+12,6.17,0,0,0,0,1.5259E+12,0.01932,6.025,200,1040828,6.025,IEX real time price,3:59:56 PM,1.5259E+12,53873085,6.02,94669727082,6.12,1.52587E+12,26.2,6.26,New York Stock Exchange,Consumer Defensive,7.43,5.3,-0.049974959
ABG,177110,tops,0.1,0.00144,69.65,1.52581E+12,Asbury Automotive Group Inc,69.6,1.5259E+12,70.075,0,0,0,0,1.5259E+12,0.04658,69.75,100,6500,69.75,IEX real time price,3:59:50 PM,1.5259E+12,139545,68.3,1439045451,69.9,1.52587E+12,10.26,69.65,New York Stock Exchange,Consumer Cyclical,76.4,49.1,0.101185771
ABIL,62533,sip,-0.1198,-0.04216,2.86,1.52581E+12,Ability Inc.,2.722,1.5259E+12,2.83,0,0,0,0,1.52589E+12,0.00154,2.79,39,39,2.722,15 minute delayed price,3:52:04 PM,1.5259E+12,25325,2.681,7013002,2.83,1.52587E+12,,2.8418,NASDAQ Capital Market,Technology,5.9499,0.3233,5.098283262
ABIO,344808,sip,-0.0089,-0.01692,0.525,1.52581E+12,ARCA biopharma Inc.,0.517,1.5259E+12,0.53,0,0,0,0,0,0,0,0,0,0.517,15 minute delayed price,3:55:36 PM,1.5259E+12,110949,0.51,7198618,0.53,1.52587E+12,,0.5259,NASDAQ Capital Market,Healthcare,2.71,0.45,-0.610444444
ABLX,103590,sip,-0.32,-0.006,52.87,1.52581E+12,Ablynx NV,53.02,1.52589E+12,53.09,0,0,0,0,0,0,0,0,0,53.02,15 minute delayed price,2:30:00 PM,1.52589E+12,983,52.96,3998055334,52.99,1.52587E+12,,53.34,Nasdaq Global Select,Healthcare,55.29,17.75,1.177142857
ABM,738487,tops,0.005,0.00016,30.42,1.52581E+12,ABM Industries Incorporated,30.4,1.5259E+12,30.68,0,0,0,0,1.5259E+12,0.0413,30.425,100,15221,30.425,IEX real time price,3:59:58 PM,1.5259E+12,368547,30.38,1998922561,30.56,1.52587E+12,18.67,30.42,New York Stock Exchange,Industrials,45.12,29.87,-0.186165346
ABMD,519859,tops,10.8,0.03109,347.38,1.52581E+12,ABIOMED Inc.,358.789,1.5259E+12,361.83,0,0,0,0,1.5259E+12,0.02339,358.18,70,8038,358.18,IEX real time price,3:59:32 PM,1.5259E+12,343651,347.57,15859431359,347.65,1.52587E+12,271.35,347.38,Nasdaq Global Select,Healthcare,358.18,129.55,0.804665177
ABR,512705,tops,0.05,0.00531,9.41,1.52581E+12,Arbor Realty Trust,9.475,1.5259E+12,9.505,0,0,0,0,1.5259E+12,0.04487,9.46,100,28511,9.46,IEX real time price,3:59:59 PM,1.5259E+12,635413,9.43,596568743,9.47,1.52587E+12,9.75,9.41,New York Stock Exchange,Real Estate,9.46,7.83,0.116066134
ABR-A,2327,sip,0,0,25.85,1.52581E+12,Arbor Realty Trust Preferred Series A,25.85,1.5259E+12,25.85,0,0,0,0,0,0,0,0,0,25.85,15 minute delayed price,3:43:25 PM,1.5259E+12,1000,25.83,40106275,25.77,1.52579E+12,,25.85,New York Stock Exchange,Real Estate,25.98,24.81,0.044900401
ABR-B,1116,sip,-0.11,-0.00427,25.629,1.52572E+12,Arbor Realty Trust Cumulative Redeemable Preferred Series B,25.67,1.5259E+12,25.74,0,0,0,0,1.5259E+12,0.0821,25.74,100,100,25.67,15 minute delayed price,3:54:24 PM,1.5259E+12,1218,25.634,32344200,25.2,1.52397E+12,,25.78,New York Stock Exchange,Real Estate,25.95,24.59,0.039553855
ABR-C,993,tops,0.04,0.00152,26.35,1.52572E+12,Arbor Realty Trust Cumulative Redeemable Preferred Series C,26.3,1.52589E+12,26.43,0,0,0,0,1.5259E+12,0.01254,26.43,100,100,26.43,IEX real time price,3:59:11 PM,1.5259E+12,7974,26.295,0,25.92,1.52423E+12,,26.39,New York Stock Exchange,Real Estate,26.6799,25.51,0.028577219
ABT,6391094,tops,0.69,0.01175,58.71,1.52581E+12,Abbott Laboratories,59.345,1.5259E+12,59.58,0,0,0,0,1.5259E+12,0.02725,59.4,100,72413,59.4,IEX real time price,3:59:59 PM,1.5259E+12,2657358,58.42,1.04139E+11,58.81,1.52587E+12,22.76,58.71,New York Stock Exchange,Healthcare,64.6,42.88,0.008243174
ABTX,30143,tops,-0.1,-0.00236,42.45,1.52581E+12,Allegiance Bancshares Inc.,42.4,1.5259E+12,42.6,0,0,0,0,1.5259E+12,0.02328,42.35,100,332,42.35,IEX real time price,3:59:42 PM,1.5259E+12,14261,42.2,563490297,42.6,1.52587E+12,24.91,42.45,NASDAQ Global Market,Financial Services,42.8,31.75,0.12749004
ABUS,161003,tops,-0.175,-0.02823,6.2,1.52581E+12,Arbutus Biopharma Corporation,6,1.5259E+12,6.4,0,0,0,0,1.5259E+12,0.01211,6.025,100,3051,6.025,IEX real time price,3:59:34 PM,1.5259E+12,251941,5.9,332387182,6.25,1.52587E+12,-3.52,6.2,Nasdaq Global Select,Healthcare,8.25,3.2,0.137614679
ABX,9995109,tops,0.03,0.00226,13.28,1.52581E+12,Barrick Gold Corporation,13.32,1.5259E+12,13.38,0,0,0,0,1.5259E+12,0.0215,13.31,300,139482,13.31,IEX real time price,3:59:58 PM,1.5259E+12,6487535,13.11,15531343634,13.26,1.52587E+12,17.75,13.28,New York Stock Exchange,Basic Materials,18.35,11.07,-0.12416654
AC,10947,tops,-0.55,-0.01455,37.8,1.52581E+12,Associated Capital Group Inc.,37,1.5259E+12,37.4,0,0,0,0,1.5259E+12,0.02452,37.25,100,790,37.25,IEX real time price,3:56:34 PM,1.5259E+12,32219,36.809,861698514,37.4,1.52579E+12,,37.8,New York Stock Exchange,Financial Services,38.845,32.2,0.106881406
ACAD,4362144,tops,0.47,0.02595,18.11,1.52581E+12,ACADIA Pharmaceuticals Inc.,18.6,1.5259E+12,18.65,0,0,0,0,1.5259E+12,0.01209,18.58,100,14905,18.58,IEX real time price,3:59:55 PM,1.5259E+12,1232837,18,2319266504,18.14,1.52587E+12,-8.98,18.11,Nasdaq Global Select,Healthcare,41.2,14.51,-0.404863621
ACBI,80265,sip,0.15,0.00763,19.65,1.52581E+12,Atlantic Capital Bancshares Inc.,19.8,1.5259E+12,19.85,0,0,0,0,1.5259E+12,0.02774,19.8,100,2228,19.8,15 minute delayed price,3:56:23 PM,1.5259E+12,80317,19.6,510291045,19.65,1.52587E+12,33,19.65,Nasdaq Global Select,Financial Services,20,15.2,0.129310345
ACC,733809,tops,-0.085,-0.00213,39.84,1.52581E+12,American Campus Communities Inc,39.855,1.5259E+12,40.21,0,0,0,0,1.5259E+12,0.01561,39.755,100,9654,39.755,IEX real time price,3:59:52 PM,1.5259E+12,618450,39.71,5433047782,39.82,1.52587E+12,17.28,39.84,New York Stock Exchange,Real Estate,49.26,34.52,-0.016808527
ACCO,530153,tops,0,0,11.9,1.52581E+12,Acco Brands Corporation,11.875,1.5259E+12,11.95,0,0,0,0,1.5259E+12,0.14388,11.9,100,63498,11.9,IEX real time price,3:59:44 PM,1.5259E+12,441326,11.75,1275752400,11.9,1.52587E+12,9.75,11.9,New York Stock Exchange,Industrials,13.975,10.35,-0.043623622
ACER,12766,sip,-0.68,-0.0359,18.9,1.52581E+12,Acer Therapeutics Inc.,18.26,1.5259E+12,18.99,0,0,0,0,0,0,0,0,0,18.26,15 minute delayed price,3:55:25 PM,1.5259E+12,9843,18.44,136903127,18.99,1.52587E+12,-4.69,18.94,NASDAQ Capital Market,Healthcare,22.6307,5.69554,0.278865631
ACET,1102679,tops,0.1,0.03717,2.69,1.52581E+12,Aceto Corporation,2.78,1.5259E+12,2.86,0,0,0,0,1.5259E+12,0.0124,2.79,100,11058,2.79,IEX real time price,3:59:58 PM,1.5259E+12,891774,2.68,85827515,2.68,1.52587E+12,2.32,2.69,Nasdaq Global Select,Healthcare,17.03,2.22,-0.744522428
ACFC,11898,tops,0.07,0.00655,10.68,1.52581E+12,Atlantic Coast Financial Corporation,10.74,1.5259E+12,10.78,0,0,0,0,1.5259E+12,0.05872,10.76,57,1113,10.76,IEX real time price,3:59:30 PM,1.5259E+12,18954,10.646,167348483,10.65,1.52587E+12,31.65,10.69,NASDAQ Global Market,Financial Services,11.21,7.05,0.12289916
ACGL,687382,tops,-0.62,-0.00775,79.99,1.52581E+12,Arch Capital Group Ltd.,79.31,1.5259E+12,79.85,0,0,0,0,1.5259E+12,0.06,79.37,78,28702,79.37,IEX real time price,3:59:55 PM,1.5259E+12,478367,79.25,10850096871,79.79,1.52587E+12,23.01,79.99,Nasdaq Global Select,Financial Services,102.6,77.12,-0.094110985
ACGLO,22078,sip,-0.01,-0.00041,24.11,1.52581E+12,Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of5.45% Non-Cumulative Preferred Shares Series F,24.1,1.5259E+12,24.152,0,0,0,0,0,0,0,0,0,24.1,15 minute delayed price,3:53:47 PM,1.5259E+12,10156,24,0,24.02,1.52587E+12,,24.11,Nasdaq Global Select,Financial Services,25.99,23.67,-0.02566175
ACGLP,46396,sip,0.06,0.00254,23.65,1.52581E+12,Arch Capital Group Ltd. Depositary Shares Representing Interest in 5.25% Non-Cumulative Preferred Series E Shrs,23.71,1.5259E+12,23.76,0,0,0,0,1.52589E+12,0.0071,23.69,100,205,23.71,15 minute delayed price,3:55:01 PM,1.5259E+12,28873,23.65,0,23.74,1.52587E+12,,23.65,Nasdaq Global Select,Financial Services,25.25,22.75,-0.034906592
ACH,117349,sip,0.02,0.00144,13.9,1.52581E+12,Aluminum Corporation of China Limited American Depositary Shares,13.92,1.5259E+12,14,0,0,0,0,1.5259E+12,0.01147,13.92,100,365,13.92,15 minute delayed price,3:55:59 PM,1.5259E+12,31822,13.91,8298434852,13.98,1.52587E+12,,13.9,New York Stock Exchange,Basic Materials,23.54,11.011,-0.264550265
ACHC,1104143,tops,0.825,0.02,41.25,1.52581E+12,Acadia Healthcare Company Inc.,42.08,1.5259E+12,42.62,0,0,0,0,1.5259E+12,0.01403,42.075,100,12022,42.075,IEX real time price,3:59:53 PM,1.5259E+12,856878,41.33,3712488424,41.48,1.52587E+12,17.75,41.25,Nasdaq Global Select,Healthcare,54.34,26.92,0.220053239
ACHN,1007199,tops,0.02,0.00545,3.67,1.52581E+12,Achillion Pharmaceuticals Inc.,3.705,1.5259E+12,3.75,0,0,0,0,1.5259E+12,0.00553,3.69,247,5866,3.69,IEX real time price,3:59:48 PM,1.5259E+12,1060759,3.63,510473633,3.67,1.52587E+12,-5.95,3.67,Nasdaq Global Select,Healthcare,5.66,2.58,0.187702265
ACHV,42740,sip,-0.02,-0.01538,1.3,1.52581E+12,Achieve Life Sciences Inc.,1.28,1.5259E+12,1.32,0,0,0,0,0,0,0,0,0,1.28,15 minute delayed price,3:52:24 PM,1.5259E+12,48339,1.28,16317353,1.32,1.52587E+12,,1.3,NASDAQ Capital Market,Healthcare,6.27,1.15,-0.097222222
ACIA,1439283,tops,0.2,0.00646,30.97,1.52581E+12,Acacia Communications Inc.,31.13,1.5259E+12,31.87,0,0,0,0,1.5259E+12,0.00868,31.17,100,7795,31.17,IEX real time price,3:59:49 PM,1.5259E+12,898041,30.28,1251461193,30.83,1.52587E+12,53.74,30.97,Nasdaq Global Select,Technology,50.1,24.72,-0.159565807
ACIM,5922,sip,0.322,0.00409,78.7,1.52581E+12,SPDR MSCI ACWI IMI,79.022,1.5259E+12,78.868,0,0,0,0,0,0,0,0,0,79.022,15 minute delayed price,3:52:57 PM,1.5259E+12,65671,78.23,102728600,78.79,1.52587E+12,,78.7,NYSE Arca,,84.34,70.15,-0.006062137
ACIU,38517,sip,-0.32,-0.03159,10.13,1.52581E+12,AC Immune SA,9.81,1.5259E+12,10.056,0,0,0,0,0,0,0,0,0,9.81,15 minute delayed price,3:55:44 PM,1.5259E+12,9065,9.81,562727989,10,1.52587E+12,-18.87,10.13,NASDAQ Global Market,Healthcare,13.91,6.03,-0.241198502
ACIW,497519,tops,0.37,0.01574,23.5,1.52581E+12,ACI Worldwide Inc.,23.79,1.5259E+12,23.87,0,0,0,0,1.5259E+12,0.03182,23.87,100,33775,23.87,IEX real time price,3:59:58 PM,1.5259E+12,1061439,23.36,2778270571,23.55,1.52587E+12,30.22,23.5,Nasdaq Global Select,Technology,26.3737,20.23,0.035698546
ACLS,292222,tops,0.6,0.02715,22.1,1.52581E+12,Axcelis Technologies Inc.,22.8,1.5259E+12,22.85,0,0,0,0,1.5259E+12,0.01619,22.7,100,3992,22.7,IEX real time price,3:59:58 PM,1.5259E+12,246572,22.2,729704326,22.3,1.52587E+12,14.28,22.1,Nasdaq Global Select,Technology,37.05,18.6,-0.252115059
ACM,707202,tops,-1.12,-0.03164,35.4,1.52581E+12,AECOM,34.27,1.5259E+12,35.46,0,0,0,0,1.5259E+12,0.02846,34.28,61,39592,34.28,IEX real time price,3:59:48 PM,1.5259E+12,1391145,34.01,5456317468,35.44,1.52587E+12,11.5,35.4,New York Stock Exchange,Industrials,39.9,30.15,-0.061505832
ACMR,32997,sip,0.13,0.01127,11.54,1.52581E+12,ACM Research Inc.,11.67,1.5259E+12,11.93,0,0,0,0,1.52589E+12,0.025,11.64,100,600,11.67,15 minute delayed price,3:56:20 PM,1.5259E+12,24000,11.38,184854515,11.38,1.52587E+12,,11.54,NASDAQ Global Market,Technology,15.5951,4.7437,1.053380783
ACN,2060188,tops,2.64,0.01738,151.94,1.52581E+12,Accenture plc Class A (Ireland),154.4,1.5259E+12,154.98,0,0,0,0,1.5259E+12,0.04131,154.58,76,43775,154.58,IEX real time price,3:59:57 PM,1.5259E+12,1059671,152.2,1.04035E+11,152.9,1.52587E+12,25.26,151.94,New York Stock Exchange,Technology,165.58,119.1,-0.003635543
ACNB,7370,sip,0.15,0.00474,31.65,1.52581E+12,ACNB Corporation,31.8,1.5259E+12,31.95,0,0,0,0,1.52589E+12,0.07381,31.95,100,364,31.8,15 minute delayed price,3:52:39 PM,1.5259E+12,4932,31.4,223698372,31.4,1.52587E+12,,31.65,NASDAQ Capital Market,Financial Services,31.8,24.45,0.071479352
ACOR,309923,tops,0.325,0.01392,23.35,1.52581E+12,Acorda Therapeutics Inc.,23.7,1.5259E+12,23.9,0,0,0,0,1.5259E+12,0.02164,23.675,50,5110,23.675,IEX real time price,3:59:54 PM,1.5259E+12,236137,23.25,1114141167,23.45,1.52587E+12,-51.47,23.35,Nasdaq Global Select,Healthcare,29.6,13.6,0.030905077
ACP,51304,sip,0,0,13.93,1.52581E+12,Aberdeen Income Credit Strategies Fund,13.93,1.5259E+12,13.97,0,0,0,0,1.52589E+12,0.03032,13.9,199,1648,13.93,15 minute delayed price,3:56:30 PM,1.5259E+12,54354,13.88,182121823,13.95,1.52587E+12,,13.93,New York Stock Exchange,Financial Services,14.93,13.3101,0.01160477
ACRE,99900,tops,0.03,0.00225,13.36,1.52581E+12,Ares Commercial Real Estate Corporation,13.395,1.5259E+12,13.44,0,0,0,0,1.5259E+12,0.01236,13.39,67,1082,13.39,IEX real time price,3:58:40 PM,1.5259E+12,87540,13.33,382939485,13.44,1.52587E+12,11.07,13.36,New York Stock Exchange,Real Estate,13.86,11.96,0.068517911
ACRS,220889,tops,-0.37,-0.02014,18.37,1.52581E+12,Aclaris Therapeutics Inc.,17.98,1.5259E+12,18.505,0,0,0,0,1.5259E+12,0.05898,18,22,14079,18,IEX real time price,3:59:30 PM,1.5259E+12,238708,17.45,556308054,17.45,1.52587E+12,-7.29,18.37,Nasdaq Global Select,Healthcare,30.08,16.011,-0.266080703
ACRX,373402,sip,0,0,2.5,1.52581E+12,AcelRx Pharmaceuticals Inc.,2.5,1.5259E+12,2.65,0,0,0,0,1.5259E+12,0.01416,2.525,250,4823,2.5,15 minute delayed price,3:56:19 PM,1.5259E+12,340607,2.5,127592558,2.6,1.52587E+12,-2.25,2.5,NASDAQ Global Market,Healthcare,5.75,1.55,0.219512195
ACSF,27192,sip,0.2,0.01794,11.15,1.52581E+12,American Capital Senior Floating Ltd.,11.35,1.5259E+12,11.35,0,0,0,0,1.52588E+12,0.01751,11.15,17,317,11.35,15 minute delayed price,3:54:59 PM,1.5259E+12,18104,11.15,113501135,11.15,1.52587E+12,,11.15,Nasdaq Global Select,Financial Services,13.65,10.35,0.089303334
