symbol,askPrice,askSize,avgTotalVolume,bidPrice,bidSize,calculationPrice,change,changePercent,close,closeTime,companyName,delayedPrice,delayedPriceTime,extendedChange,extendedChangePercent,extendedPrice,extendedPriceTime,high,iexAskPrice,iexAskSize,iexBidPrice,iexBidSize,iexLastUpdated,iexMarketPercent,iexRealtimePrice,iexRealtimeSize,iexVolume,latestPrice,latestSource,latestTime,latestUpdate,latestVolume,low,marketCap,open,openTime,peRatio,previousClose,primaryExchange,sector,week52High,week52Low,ytdChange
BST,,,82072,,,close,-0.42,-0.0118,35.18,1537560123038,BlackRock Science and Technology Trust of Beneficial Interest,35.18,1537560123038,0.16,0.00455,35.34,1537473806685,35.7,,,,,,,,,,35.18,Close,"September 21, 2018",1537560123038,65165,35.18,787719109,35.6,1537536609735,,35.6,New York Stock Exchange,Financial Services,35.83,23.93,0.32436416816374203
BSTC,,,42641,,,close,0.78,0.013510000000000001,58.52,1537560000799,BioSpecifics Technologies Corp,58.52,1537560000799,0,0,58.52,1537562465347,59.76,,,,,,,,,,58.52,Close,"September 21, 2018",1537560000799,109368,56.76,426896846,57.51,1537536600057,29.11,57.74,NASDAQ Global Market,Healthcare,62.5,38.05,0.354788936511574
BSTI,,,1177949,,,close,0.14,0.02154,6.64,1537560427187,BEST Inc. American Depositary Shares each representing one Class A,6.64,1537560427187,0.1,0.01506,6.74,1537563277079,7.07,,,,,,,,,,6.64,Close,"September 21, 2018",1537560427187,1567702,6.6,2570344000,6.63,1537536600252,-166,6.5,New York Stock Exchange,Industrials,13.54,5.92,-0.25906671722643504
BSV,,,1379905,,,close,0.03,0.00038,77.99,1537560000305,Vanguard Short-Term Bond,77.99,1537560600002,0,0,77.99,1537562891736,77.99,,,,,,,,,,77.99,Close,"September 21, 2018",1537560000305,957751,77.94,25722080073,77.96,1537536600080,,77.96,NYSE Arca,,79.94,77.83,-0.00030295420619
BSVN,,,0,,,close,0.01,0.0005200000000000001,19.1,1537560000770,Bank7 Corp.,19.1,1537560000770,0.06,0.0031400000000000004,19.16,1537536599997,19.6,,,,,,,,,,19.1,Close,"September 21, 2018",1537560000770,214296,18.9,29301100,19.15,1537536600702,,19.09,Nasdaq Global Select,,20.74,18.9,0.001043834468308
BSX,,,6220904,,,close,-0.05,-0.0013200000000000002,37.77,1537560065897,Boston Scientific Corporation,37.77,1537560065897,0.23,0.006090000000000001,38,1537562861032,37.92,,,,,,,,,,37.77,Close,"September 21, 2018",1537560065897,7845070,37.62,52233068827,37.88,1537536666461,27.17,37.82,New York Stock Exchange,Healthcare,37.92,24.54,0.492746455696202
BT,,,667247,,,close,-0.03,-0.00198,15.1,1537560295729,BT Group plc American Depositary Shares,15.1,1537560295729,0,0,15.1,1537560699606,15.15,,,,,,,,,,15.1,Close,"September 21, 2018",1537560295729,1227783,15.06,29964146758,15.15,1537536600103,8.34,15.13,New York Stock Exchange,Communication Services,19.5982,13.53,-0.16276941371970302
BTA,,,33795,,,close,0.04,0.00351,11.43,1537560121043,BlackRock Long-Term Municipal Advantage Trust of Beneficial Interest,11.42,1537560121043,0.02,0.00175,11.45,1535635480204,11.43,,,,,,,,,,11.43,Close,"September 21, 2018",1537560121043,7248,11.37,153416283,11.37,1537536600116,,11.39,New York Stock Exchange,Financial Services,12.465,11.09,0.003991421506411
BTAI,,,32109,,,close,0.03,0.0039900000000000005,7.54,1537560000491,BioXcel Therapeutics Inc.,7.54,1537560000491,0,0,7.54,1537560001275,7.761,,,,,,,,,,7.54,Close,"September 21, 2018",1537560000491,34641,7.47,117967409,7.54,1537536600776,,7.51,NASDAQ Capital Market,Healthcare,14.7899,6.76,-0.31241979147778703
BTAL,,,7829,,,close,-0.1,-0.005,19.9,1537560000152,AGFiQ U.S. Market Neutral Anti-Beta Fund,19.975,1537560600000,0.545,0.02739,20.445,1536869764940,,,,,,,,,,,19.9,Close,"September 21, 2018",1537560000152,0,,10945000,20,1537450473654,,20,NYSE Arca,,20.45,,0.038989192875691005
BTE,,,2578777,,,close,-0.02,-0.007410000000000001,2.68,1537560123816,Baytex Energy Corp,2.68,1537560123816,-0.01,-0.0037300000000000002,2.67,1537561537433,2.775,,,,,,,,,,2.68,Close,"September 21, 2018",1537560123816,2325854,2.68,1483525674,2.7199999999999998,1537536600252,-5.25,2.7,New York Stock Exchange,Energy,4.85,2.3,-0.142893870967741
BTEC,,,1574,,,close,-0.2147,-0.0058200000000000005,36.68,1537560000348,Principal Healthcare Innovators Index ETF,36.68,1537560000348,-0.2,-0.005450000000000001,36.48,1537387693057,37.34,,,,,,,,,,36.68,Close,"September 21, 2018",1537560000348,1135,36.68,56854037,37.34,1537536600586,,36.8947,NASDAQ Global Market,,39.21,28.87,0.150475315553874
BTG,,,3038802,,,close,-0.04,-0.01762,2.23,1537560000169,B2Gold Corp (Canada),2.23,1537560600003,0.02,0.00897,2.25,1537563126032,2.29,,,,,,,,,,2.23,Close,"September 21, 2018",1537560000169,12703673,2.19,2204756083,2.24,1537536600040,17.15,2.27,NYSE American,Basic Materials,3.3,2.1,-0.291235635179153
BTI,,,1683960,,,close,0.35000000000000003,0.00744,47.42,1537560125584,British American Tobacco Industries p.l.c. ADR,47.42,1537560125584,0.01,0.00021,47.43,1537561525004,47.485,,,,,,,,,,47.42,Close,"September 21, 2018",1537560125584,1553704,46.75,108769277886,47.04,1537536600110,,47.07,New York Stock Exchange,Consumer Defensive,71.445,46.07,-0.268771757666782
BTN,,,4621,,,close,0.2,0.05,4.2,1537560000088,Ballantyne Strong Inc.,4.2,1537560600000,0.9,0.21429,5.1,1534536002582,4.2,,,,,,,,,,4.2,Close,"September 21, 2018",1537560000088,6080,3.85,65482246,3.95,1537536600037,,4,NYSE American,Consumer Cyclical,6.55,3.4,-0.056382978723404004
BTO,,,33576,,,close,-0.09,-0.00237,37.91,1537560122585,John Hancock Financial Opportunities Fund,37.91,1537560122585,-0.63,-0.016620000000000003,37.28,1537273464041,38.17,,,,,,,,,,37.91,Close,"September 21, 2018",1537560122585,47046,37.79,706487348,38.13,1537536600144,,38,New York Stock Exchange,Financial Services,41.0032,33.95,0.003840850408748
BTT,,,101924,,,close,-0.04,-0.00193,20.68,1537560121360,BlackRock Municipal 2030 Target Term Trust,20.68,1537560121360,0.5,0.024180000000000004,21.18,1536845396422,20.73,,,,,,,,,,20.68,Close,"September 21, 2018",1537560121360,146107,20.68,1458055208,20.68,1537536609328,,20.72,New York Stock Exchange,Financial Services,22.86,20.68,-0.047443498045333
BTU,,,971460,,,close,0.17,0.00406,42.01,1537560294893,Peabody Energy Corporation,42.01,1537560294893,0,0,42.01,1537562465355,42.79,,,,,,,,,,42.01,Close,"September 21, 2018",1537560294893,2278460,41.53,5112617000,41.9,1537536600081,8.81,41.84,New York Stock Exchange,Basic Materials,47.84,28.08,0.078550505811098
BTX,,,405144,,,close,0.15,0.060480000000000006,2.63,1537560000154,BioTime Inc.,2.63,1537560600000,0,0,2.63,1537562465362,2.63,,,,,,,,,,2.63,Close,"September 21, 2018",1537560000154,1198275,2.34,333687370,2.47,1537536600025,-9.39,2.48,NYSE American,Healthcare,3.16,1.98,0.208951615720523
BTX+,,,0,,,close,-0.03,-0.75,0.01,1537560000083,,0.01,1537560600002,,,,,0.032100000000000004,,,,,,,,,,0.01,Close,"September 21, 2018",1537560000083,87193,0.008,0,0.032100000000000004,1537536600029,,0.04,,,0.032100000000000004,0,-1.666805324459234
BTZ,,,201964,,,close,0.01,0.0008100000000000001,12.39,1537560120370,BlackRock Credit Allocation Income Trust,12.39,1537560120370,0.01,0.0008100000000000001,12.4,1536264362811,12.42,,,,,,,,,,12.39,Close,"September 21, 2018",1537560120370,108520,12.37,1316877841,12.37,1537536600107,,12.38,New York Stock Exchange,Financial Services,13.66,12.03,-0.014653344087217001
BUD,,,1691477,,,close,0.11,0.0012000000000000001,92.04,1537560122088,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),92.04,1537560122088,0.037,0.0004,92.077,1537562606262,92.72,,,,,,,,,,92.04,Close,"September 21, 2018",1537560122088,1813737,91.5,180076260000,92.38,1537536600104,22.02,91.93,New York Stock Exchange,Consumer Defensive,126.5,87.32,-0.16005440036159702
BUI,,,26762,,,close,0.04,0.00194,20.67,1537560123153,BlackRock Utility Infrastructure & Power Opportunities Trust,20.67,1537560123153,0.1,0.0048400000000000006,20.77,1534338209791,20.78,,,,,,,,,,20.67,Close,"September 21, 2018",1537560123153,32707,20.5,350429382,20.68,1537536600151,,20.63,New York Stock Exchange,Financial Services,21.74,19.08,0.023699977854452003
BURG,,,24128,,,close,0.03,0.012770000000000002,2.38,1537560000335,Chanticleer Holdings Inc.,2.4,1537560000335,-0.02,-0.008400000000000001,2.36,1537561709175,2.455,,,,,,,,,,2.38,Close,"September 21, 2018",1537560000335,28310,2.3,8821620,2.33,1537536600475,,2.35,NASDAQ Capital Market,Consumer Cyclical,5.1449,1.81,-0.34744505376344004
BURL,,,924096,,,close,0.71,0.00449,158.77,1537560267950,Burlington Stores Inc.,158.77,1537560267950,0,0,158.77,1537561025807,160.61,,,,,,,,,,158.77,Close,"September 21, 2018",1537560267950,1112382,158.06,10725026227,158.1,1537536600056,42.57,158.06,New York Stock Exchange,Consumer Defensive,175.48,87.2,0.30332835078534004
BUSE,,,134913,,,close,0.12,0.00385,31.3,1537560000426,First Busey Corporation,31.3,1537560000426,0,0,31.3,1537562465372,31.32,,,,,,,,,,31.3,Close,"September 21, 2018",1537560000426,549859,31,1528903525,31.08,1537536600674,16.56,31.18,Nasdaq Global Select,Financial Services,33.25,28.34,0.07155184852278501
BUY,,,1244,,,close,0.0085,0.00030000000000000003,27.95,1537560000171,USCF SummerHaven SHPEI Index Fund,27.824,1537560600001,-0.25,-0.00894,27.7,1529328594221,27.95,,,,,,,,,,27.95,Close,"September 21, 2018",1537560000171,644,27.95,2795000,27.95,1537556538711,,27.9415,NYSE Arca,,28.76,23.448,0.10380436663981901
BUYN,,,53,,,close,1.2757,0.047610000000000006,28.07,1537560000157,USCF SummerHaven SHPEN Index Fund,27.998,1537560600000,-0.47000000000000003,-0.01674,27.6,1537535965878,28.07,,,,,,,,,,28.07,Close,"September 21, 2018",1537560000157,200,28.07,2807000,28.07,1537537242607,,26.7943,NYSE Arca,,28.15,23.45,0.10912251351944101
BUZ,,,1607,,,close,-0.12,-0.0031100000000000004,38.46,1537560000145,Buzz US Sentiment Leaders,38.381,1537560600001,0.04,0.0010400000000000001,38.5,1537190860865,38.87,,,,,,,,,,38.46,Close,"September 21, 2018",1537560000145,3288,38.46,11538077,38.87,1537536600073,,38.58,NYSE Arca,,38.87,29.6864,0.178456820276497
BV,,,664099,,,close,-0.49,-0.027710000000000002,17.19,1537560074737,BrightView Holdings Inc.,17.19,1537560074737,-0.13,-0.007560000000000001,17.06,1537561907149,17.88,,,,,,,,,,17.19,Close,"September 21, 2018",1537560074737,3597262,17.11,1760689343,17.78,1537536600107,-171.9,17.68,New York Stock Exchange,Industrials,23.42,16.29,-0.22443897196261603
BVAL,,,3967,,,close,0,0,16.56,1537560000196,Brand Value,16.515,1537560600001,,,,,,,,,,,,,,,16.56,Close,"September 21, 2018",1537560000196,3,,5796000,16.4,1537450200106,,16.56,NYSE Arca,,16.7,,0.040795932348264
BVN,,,1184532,,,close,-0.02,-0.0014900000000000002,13.39,1537560218535,Buenaventura Mining Company Inc.,13.39,1537560218535,0,0,13.39,1537563428052,13.825,,,,,,,,,,13.39,Close,"September 21, 2018",1537560218535,4105415,13.04,3400884149,13.35,1537536600052,33.47,13.41,New York Stock Exchange,Basic Materials,16.8,11.67,-0.077621204548277
BVNSC,,,0,,,close,0,0,99.955,1519160400234,Brandes Investment Trust,99.99,1524497391034,,,,,,,,,,,,,,,99.955,Close,"February 20, 2018",1519160400234,13,,0,100.04,1519147431791,,99.955,NASDAQ Global Market,,100.04,,-0.00036003240291600003
BVSN,,,7626,,,close,-0.10110000000000001,-0.059430000000000004,1.6,1537560000776,BroadVision Inc.,1.55,1537560000776,-0.05,-0.03125,1.55,1537275964283,1.8,,,,,,,,,,1.6,Close,"September 21, 2018",1537560000776,12728,1.5899999999999999,7996770,1.8,1537536600105,,1.7011,NASDAQ Capital Market,Technology,4.5,1.5899999999999999,-0.608725774647887
BVX,,,246381,,,close,0.1,0.01387,7.31,1537560000127,Bovie Medical Corporation,7.31,1537560600001,0,0,7.31,1537560673675,7.31,,,,,,,,,,7.31,Close,"September 21, 2018",1537560000127,470216,7.02,242717709,7.19,1537536600042,-66.45,7.21,NYSE American,Healthcare,7.62,2.2800000000000002,1.847203333333333
BVXV,,,6283,,,close,0,0,5.72,1537560000498,BiondVax Pharmaceuticals Ltd.,5.72,1537560000498,-1.83,-0.31993000000000005,3.89,1537534819976,5.79,,,,,,,,,,5.72,Close,"September 21, 2018",1537560000498,3434,5.72,37382997,5.79,1537536600579,-2.69,5.72,NASDAQ Capital Market,Healthcare,7.85,4.6,0.036231884057971
BVXVW,,,0,,,close,0.054400000000000004,0.0455,1.25,1537473600367,,1.25,1537473600367,,,,,1.25,,,,,,,,,,1.25,Close,"September 20, 2018",1537473600367,6695,1.25,0,1.19,1537459838074,,1.1956,,,1.25,0,-0.148048387096774
BW,,,962008,,,close,-0.07,-0.06481,1.01,1537560237505,Babcock & Wilcox Enterprises Inc.,1.01,1537560237505,0,0,1.01,1537562464582,1.13,,,,,,,,,,1.01,Close,"September 21, 2018",1537560237505,1787633,1.01,170361848,1.08,1537536769770,-0.16,1.08,New York Stock Exchange,Technology,7.66,0.993,-0.8906720689655171
BWA,,,2138807,,,close,-0.52,-0.01136,45.26,1537560308140,BorgWarner Inc.,45.26,1537560308140,0,0,45.26,1537561191948,46.37,,,,,,,,,,45.26,Close,"September 21, 2018",1537560308140,5612657,45.125,9453334089,46.09,1537536772791,10.53,45.78,New York Stock Exchange,Consumer Cyclical,58.22,42.06,-0.12790190374874302
BWB,,,45158,,,close,0,0,13.35,1537560000665,Bridgewater Bancshares Inc.,13.35,1537560000665,0,0,13.35,1537562464464,13.5,,,,,,,,,,13.35,Close,"September 21, 2018",1537560000665,93862,13.15,401412793,13.35,1537536600559,,13.35,NASDAQ Capital Market,Financial Services,13.87,12.29,0.05784469096671901
BWEN,,,23515,,,close,0.08,0.0362,2.29,1537560000581,Broadwind Energy Inc.,2.29,1537560000581,-0.11,-0.04803,2.18,1537561048723,2.3,,,,,,,,,,2.29,Close,"September 21, 2018",1537560000581,16336,2.23,35427921,2.23,1537536600285,-2.31,2.21,NASDAQ Capital Market,Industrials,4.111,2.01,-0.124972161172161
BWFG,,,6628,,,close,-0.09,-0.00286,31.4,1537560000857,Bankwell Financial Group Inc.,31.4,1537560000857,0,0,31.4,1537562464469,31.5,,,,,,,,,,31.4,Close,"September 21, 2018",1537560000857,27620,31.4,246264548,31.4,1537536600364,,31.49,NASDAQ Global Market,Financial Services,37.949,30.11,-0.06069229414835801
BWG,,,60231,,,close,-0.03,-0.0027300000000000002,10.96,1537560125588,BrandywineGLOBAL Global Income Opportunities Fund Inc.,10.98,1537560125588,0.35000000000000003,0.03193,11.31,1529933375816,11.01,,,,,,,,,,10.96,Close,"September 21, 2018",1537560125588,77449,10.91,230048153,10.92,1537536600108,,10.99,New York Stock Exchange,Financial Services,13.6101,10.91,-0.09891683203588801
BWL.A,,,1165,,,close,0.7755000000000001,0.05179,15.75,1537560000080,Bowl America Inc. Class A,15.75,1537560600003,,,,,15.75,,,,,,,,,,15.75,Close,"September 21, 2018",1537560000080,2284,15.05,59006651,15.05,1537559970132,,14.9745,NYSE American,Consumer Cyclical,16.64,13.61,0.13292673805601302
BWX,,,264190,,,close,-0.07,-0.00253,27.61,1537560000256,SPDR Bloomberg Barclays Intl Treasury Bd,27.61,1537560600001,0,0,27.61,1537560000091,27.64,,,,,,,,,,27.61,Close,"September 21, 2018",1537560000256,769461,27.57,1115445049,27.57,1537536600121,,27.68,NYSE Arca,,29.72,27.2,-0.030500920100688004
BWXT,,,537474,,,close,-0.2,-0.00318,62.69,1537560191369,BWX Technologies Inc.,62.69,1537560191369,0,0,62.69,1537562463957,63.31,,,,,,,,,,62.69,Close,"September 21, 2018",1537560191369,956655,62.575,6250732824,63.23,1537536609317,28.76,62.89,New York Stock Exchange,Industrials,72.18,54.8,0.040161355195403
BWZ,,,57503,,,close,-0.02,-0.00064,31.38,1537560000013,SPDR Bloomberg Barclays Short Term International Treasury Bond,31.38,1537560600001,0.02,0.00064,31.4,1537474156134,31.41,,,,,,,,,,31.38,Close,"September 21, 2018",1537560000013,514213,31.28,266730000,31.28,1537536600091,,31.4,NYSE Arca,,33.4869,30.76,-0.027100541868711
BX,,,3177716,,,close,1.71,0.04526,39.49,1537560033418,The Blackstone Group L.P. Representing Limited Partnership Interests,39.49,1537560033418,0,0,39.49,1537562916831,39.85,,,,,,,,,,39.49,Close,"September 21, 2018",1537560033418,9661283,38.19,47522068589,38.5,1537536600056,13.39,37.78,New York Stock Exchange,Financial Services,39.85,29.57,0.32543687123346204
BXC,,,190523,,,close,-1.87,-0.050820000000000004,34.93,1537560122585,Bluelinx Holdings Inc.,34.93,1537560122585,0,0,34.93,1537562464517,36.72,,,,,,,,,,34.93,Close,"September 21, 2018",1537560122585,284130,34.91,324453348,36.72,1537536679528,,36.8,New York Stock Exchange,Basic Materials,46.4175,7.57,2.5207546421267892
BXE,,,48463,,,close,0.0098,0.010530000000000001,0.9401,1537560120450,Bellatrix Exploration Ltd (Canada),0.9401,1537560120450,0.0099,0.010530000000000001,0.9500000000000001,1537363780525,0.97,,,,,,,,,,0.9401,Close,"September 21, 2018",1537560120450,49151,0.9001,58063372,0.97,1537536600146,-0.9,0.9303,New York Stock Exchange,Energy,3.07,0.8399000000000001,-0.45532227272727205
BXG,,,151405,,,close,-0.35000000000000003,-0.01897,18.1,1537560050763,Bluegreen Vacations Corporation,18.1,1537560050763,0,0,18.1,1537562464527,18.91,,,,,,,,,,18.1,Close,"September 21, 2018",1537560050763,336003,18.05,1352693636,18.46,1537536600254,20.34,18.45,New York Stock Exchange,Consumer Cyclical,26.22,12.5,0.018642001903244002
BXMT,,,836854,,,close,0.14,0.004090000000000001,34.37,1537560097614,Blackstone Mortgage Trust Inc.,34.37,1537560097614,0,0,34.37,1537562464534,34.39,,,,,,,,,,34.37,Close,"September 21, 2018",1537560097614,2265865,34.12,4067424542,34.25,1537536630116,13.48,34.23,New York Stock Exchange,Real Estate,34.58,29.51,0.127314638391602
BXMX,,,169309,,,close,-0.04,-0.0027700000000000003,14.4,1537560121044,Nuveen S&P 500 Buy-Write Income Fund of Beneficial Interest,14.4,1537560121044,-0.249,-0.01729,14.151,1537214687846,14.47,,,,,,,,,,14.4,Close,"September 21, 2018",1537560121044,115343,14.39,1492102440,14.42,1537536600116,,14.44,New York Stock Exchange,Financial Services,14.57,13,0.060894768320517004
BXP,,,695810,,,close,1.19,0.009470000000000001,126.86,1537560110657,Boston Properties Inc.,126.86,1537560110657,0,0,126.86,1537562463207,127.24,,,,,,,,,,126.86,Close,"September 21, 2018",1537560110657,1246110,125.11,19589696589,125.53,1537536624771,20.69,125.67,New York Stock Exchange,Real Estate,132.82,111.57,0.0036908853785420003
BXP-B,,,7798,,,close,0.10400000000000001,0.00427,24.449,1537560122680,Boston Properties Inc. Depositary Shares each representing 1/100th of a share of the Issuer's 5.25% Sockeries B Cumulative Redeemable Preferred St,24.4,1537560122680,0.083,0.0033900000000000002,24.532,1534449607054,24.449,,,,,,,,,,24.449,Close,"September 21, 2018",1537560122680,2746,24.4,0,24.51,1537450209177,,24.345,New York Stock Exchange,Real Estate,26.36,22.69,0.030913431522811
BXS,,,567063,,,close,-0.5,-0.014450000000000001,34.1,1537560060324,BancorpSouth Bank,34.1,1537560060324,0,0,34.1,1537562464541,34.75,,,,,,,,,,34.1,Close,"September 21, 2018",1537560060324,1833959,34.1,3365369068,34.6,1537536600257,17.49,34.6,New York Stock Exchange,Financial Services,35.55,30.25,0.07902442680776
BY,,,54767,,,close,0.35000000000000003,0.015300000000000001,23.22,1537560123070,Byline Bancorp Inc.,23.22,1537560123070,0,0,23.22,1537562464555,23.25,,,,,,,,,,23.22,Close,"September 21, 2018",1537560123070,157416,22.83,841004135,23.02,1537536600082,21.3,22.87,New York Stock Exchange,Financial Services,24.8,19.021,0.031048031496062
BYD,,,1029205,,,close,-0.1,-0.0029000000000000002,34.36,1537560309002,Boyd Gaming Corporation,34.36,1537560309002,0,0,34.36,1537562464548,34.71,,,,,,,,,,34.36,Close,"September 21, 2018",1537560309002,1317182,34.18,3857717563,34.59,1537536789116,28.4,34.46,New York Stock Exchange,Consumer Cyclical,40.44,24.525,-0.0031734991009440003
BYFC,,,59658,,,close,-0.08,-0.05263,1.44,1537560000785,Broadway Financial Corporation,1.44,1537560000785,0.08,0.055560000000000005,1.52,1537473607399,1.55,,,,,,,,,,1.44,Close,"September 21, 2018",1537560000785,79495,1.4,39483069,1.54,1537536600335,,1.52,NASDAQ Capital Market,Financial Services,2.6,1.38,-0.41826876651982303
BYLD,,,7202,,,close,0.0366,0.00152,24.12,1537560000138,iShares Yield Optimized Bond,24.114,1537560600000,0.11,0.004560000000000001,24.23,1535635680141,24.12,,,,,,,,,,24.12,Close,"September 21, 2018",1537560000138,1733,24.1,38592000,24.12,1537558806282,,24.0834,NYSE Arca,,26.66,24,-0.008193999490897
BYM,,,47261,,,close,-0.07,-0.0054800000000000005,12.71,1537560121044,Blackrock Municipal Income Quality Trust of Beneficial Interest,12.71,1537560121044,0.14,0.01101,12.85,1537215158985,12.8,,,,,,,,,,12.71,Close,"September 21, 2018",1537560121044,47726,12.71,335623730,12.76,1537536600116,,12.78,New York Stock Exchange,Financial Services,15.03,12.71,-0.069854838970885
BYSI,,,5836,,,close,0,0,25,1537560000761,BeyondSpring Inc.,25.25,1537560000761,-0.65,-0.026000000000000002,24.35,1536609635658,25.5,,,,,,,,,,25,Close,"September 21, 2018",1537560000761,2316,25,560892550,25.35,1537550082477,-10.59,25,NASDAQ Capital Market,Healthcare,40.87,19.15,-0.137931034482758
BZF,,,6857,,,close,0.093,0.00604,15.49,1537560000184,WisdomTree Brazilian Real Strategy Fund,15.503,1537560600000,0.49,0.031630000000000005,15.98,1534248493875,15.57,,,,,,,,,,15.49,Close,"September 21, 2018",1537560000184,6771,15.33,11617500,15.33,1537536600109,,15.397,NYSE Arca,,19.4903,14.9,-0.15801828386400402
BZH,,,483213,,,close,-0.86,-0.07131000000000001,11.2,1537560303707,Beazer Homes USA Inc.,11.2,1537560303707,0,0,11.2,1537562465024,11.65,,,,,,,,,,11.2,Close,"September 21, 2018",1537560303707,1855524,11.02,377150166,11.61,1537536600156,6.19,12.06,New York Stock Exchange,Consumer Cyclical,23.2399,11.02,-0.5065091931417041
BZM,,,1873,,,close,-0.04,-0.0029100000000000003,13.71,1537387320877,BlackRock Maryland Municipal Bond Trust of beneficial interest,13.71,1537560000056,-0.44,-0.03209,13.27,1526908033994,13.72,,,,,,,,,,13.71,Close,"September 19, 2018",1537387320877,200,13.71,28533019,13.98,1536845514595,,13.75,New York Stock Exchange,Financial Services,14.9899,13.02,0.033386845001436
BZQ,,,100509,,,close,-2.45,-0.044610000000000004,52.47,1537560000260,ProShares UltraShort MSCI Brazil Capped,52.47,1537560600000,2.13,0.04059,54.6,1537536061919,54.82,,,,,,,,,,52.47,Close,"September 21, 2018",1537560000260,119403,51.36,28065101,54.67,1537536600114,,54.92,NYSE Arca,,67.81,32.05,0.175622558139534
BZUN,,,2469839,,,close,0.37,0.007670000000000001,48.59,1537560000508,Baozun Inc.,48.59,1537560000508,0.47000000000000003,0.009670000000000002,49.06,1537563418931,49.89,,,,,,,,,,48.59,Close,"September 21, 2018",1537560000508,1519939,48.53,2767243113,49.5,1537536600445,85.25,48.22,Nasdaq Global Select,Consumer Cyclical,67.41,26.77,0.451223178847296
C,,,13670024,,,close,-0.64,-0.00856,74.15,1537560126138,Citigroup Inc.,74.15,1537560126138,0,0,74.15,1537563599000,75.24,,,,,,,,,,74.15,Close,"September 21, 2018",1537560126138,28495173,73.975,186606291300,75,1537536706900,12.36,74.79,New York Stock Exchange,Financial Services,80.7,64.38,0.0037405092219690004
C+A,,,462890,,,close,-0.0002,-0.07407000000000001,0.0025,1537560026133,Citigroup Inc. Warrants Class A expiring January 4 2019,0.0025,1537560026133,0,0,0.0025,1537560503703,0.0039000000000000003,,,,,,,,,,0.0025,Close,"September 21, 2018",1537560026133,800094,0.0025,0,0.002,1537363800254,,0.0027,New York Stock Exchange,Financial Services,0.17,0.0013000000000000002,-1.049044974974975
C-C*,,,0,,,previousclose,0,0,25.27,1537560181168,,25.27,1537560181168,,,,,25.29,,,,,,,,,,25.27,Previous close,"September 21, 2018",1537488000000,32943,25.27,0,25.27,1537536732573,,25.27,,,25.29,0,0
C-J,,,74521,,,close,-0.02,-0.00071,28.16,1537560514811,Citigroup Inc. Dep Shs Repstg 1/1000 Pfd Ser J Fixed/Fltg,28.16,1537560514811,-0.06,-0.0021300000000000004,28.1,1534536121300,28.22,,,,,,,,,,28.16,Close,"September 21, 2018",1537560514811,282651,28.05,0,28.13,1537536600253,,28.18,New York Stock Exchange,Financial Services,29.74,27.59,0.042083026321636005
C-K,,,82638,,,close,0.02,0.00072,27.81,1537560123817,Citigroup Inc. Dep Shs Repstg 1/1000th Pfd Ser K,27.81,1537560123817,-0.002,-7.000000000000001e-05,27.808,1537561021114,27.86,,,,,,,,,,27.81,Close,"September 21, 2018",1537560123817,116335,27.72,0,27.79,1537536600253,,27.79,New York Stock Exchange,Financial Services,29.38,26.85,0.041205784517302
C-L,,,29474,,,close,-0.04,-0.0015600000000000002,25.65,1537560123818,Citigroup Inc. Depositary Share representing 1/1000 interest in a share of noncumulative series L,25.65,1537560123818,0.13,0.005070000000000001,25.78,1536955801309,25.7,,,,,,,,,,25.65,Close,"September 21, 2018",1537560123818,22696,25.629,0,25.65,1537536600253,,25.69,New York Stock Exchange,Financial Services,27.1241,25.48,0.040237822175468
C-N,,,60264,,,close,-0.02,-0.0007400000000000001,26.98,1537560123818,Citigroup Capital VIII 7.875% Fixed rate Floating Rate trust Preferred Securities (TruPS),26.98,1537560123818,0.11,0.00408,27.09,1537215037000,26.98,,,,,,,,,,26.98,Close,"September 21, 2018",1537560123818,91672,26.83,0,26.98,1537536600254,,27,New York Stock Exchange,Financial Services,27.8,26.03,-0.0006732794626770001
C-S,,,49494,,,close,0.06,0.0023,26.1,1537560123819,Citigroup Inc. Depositary Shares Series S,26.1,1537560123819,0.01,0.00038,26.11,1537214547372,26.1,,,,,,,,,,26.1,Close,"September 21, 2018",1537560123819,52359,25.975,0,26,1537536600254,,26.04,New York Stock Exchange,Financial Services,27.4,25.44,0.04511119523742901
CA,,,3580129,,,close,0.07,0.00159,44.09,1537560000580,CA Inc.,44.09,1537560000580,0,0,44.09,1537563059832,44.115,,,,,,,,,,44.09,Close,"September 21, 2018",1537560000580,4281472,44,18436933826,44.09,1537536600786,20.22,44.02,Nasdaq Global Select,Technology,44.25,31.45,0.34164233772115105
CAAP,,,174738,,,close,0.33,0.0356,9.6,1537560122253,Corporacion America Airports SA,9.6,1537560122253,0.025,0.0026000000000000003,9.625,1537560662875,9.84,,,,,,,,,,9.6,Close,"September 21, 2018",1537560122253,433619,9.39,1536213715,9.39,1537536600054,480,9.27,New York Stock Exchange,Industrials,17.99,7.83,-0.37903414634146304
